9390/10000  err=8.58e-15
9400/10000  err=8.57e-15
9410/10000  err=8.56e-15
9420/10000  err=8.56e-15
9430/10000  err=8.55e-15
9440/10000  err=8.54e-15
9450/10000  err=8.53e-15
9460/10000  err=8.52e-15
9470/10000  err=8.51e-15
9480/10000  err=8.50e-15
9490/10000  err=8.49e-15
9500/10000  err=8.48e-15
9510/10000  err=8.47e-15
9520/10000  err=8.47e-15
9530/10000  err=8.46e-15
9540/10000  err=8.45e-15
9550/10000  err=8.44e-15
9560/10000  err=8.43e-15
9570/10000  err=8.42e-15
9580/10000  err=8.41e-15
9590/10000  err=8.40e-15
9600/10000  err=8.39e-15
9610/10000  err=8.39e-15
9620/10000  err=8.38e-15
9630/10000  err=8.37e-15
9640/10000  err=8.36e-15
9650/10000  err=8.35e-15
9660/10000  err=8.34e-15
9670/10000  err=8.33e-15
9680/10000  err=8.33e-15
9690/10000  err=8.32e-15
9700/10000  err=8.31e-15
9710/10000  err=8.30e-15
9720/10000  err=8.29e-15
9730/10000  err=8.28e-15
9740/10000  err=8.27e-15
9750/10000  err=8.27e-15
9760/10000  err=8.26e-15
9770/10000  err=8.25e-15
9780/10000  err=8.24e-15
9790/10000  err=8.23e-15
9800/10000  err=8.22e-15
9810/10000  err=8.21e-15
9820/10000  err=8.21e-15
9830/10000  err=8.20e-15
9840/10000  err=8.19e-15
9850/10000  err=8.18e-15
9860/10000  err=8.17e-15
9870/10000  err=8.16e-15
9880/10000  err=8.16e-15
9890/10000  err=8.15e-15
9900/10000  err=8.14e-15
9910/10000  err=8.13e-15
9920/10000  err=8.12e-15
9930/10000  err=8.12e-15
9940/10000  err=8.11e-15
9950/10000  err=8.10e-15
9960/10000  err=8.09e-15
9970/10000  err=8.08e-15
9980/10000  err=8.07e-15
9990/10000  err=8.07e-15
