step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
101,0.80,67.3967,-0.0130,-5.8768,73.2735,69.6313,-27.0965,445.5576,445.5576
102,0.79,66.5167,+0.3289,-5.9048,72.4215,78.8779,-28.9953,480.9395,480.9395
103,0.79,66.1239,+0.0225,-5.8972,72.0211,72.7070,-28.7904,468.3947,468.3947
104,0.80,66.1438,+0.8725,-5.9048,72.0486,71.4214,-29.1486,499.3954,499.3954
105,0.80,66.6756,+0.2239,-5.8658,72.5413,89.0869,-29.0196,504.2686,504.2686
106,0.79,65.9637,+0.7409,-5.8642,71.8279,81.6914,-29.6691,501.3265,501.3265
107,0.80,65.5698,+0.3091,-5.8714,71.4411,88.4556,-29.9595,496.8948,496.8948
108,0.80,65.6881,+0.2298,-5.8653,71.5534,97.7520,-30.0351,507.1086,507.1086
109,0.81,65.6498,+0.5117,-5.8603,71.5101,89.2993,-30.7548,523.4762,523.4762
110,0.80,64.5316,+1.1360,-5.8821,70.4137,72.6675,-31.9720,543.2817,543.2817
111,0.80,64.2792,+1.0233,-5.8726,70.1517,75.7236,-33.1199,559.7581,559.7581
112,0.80,65.1821,+0.6211,-5.9170,71.0991,239.3652,-31.2356,524.2460,524.2460
113,0.79,64.3479,+1.4375,-5.8912,70.2391,72.5581,-32.9011,562.4597,562.4597
114,0.78,63.8626,+1.2819,-5.8720,69.7346,84.2532,-34.4026,629.3500,629.3500
115,0.81,63.6466,+0.1071,-5.8686,69.5152,69.2190,-33.9081,597.0409,597.0409
116,0.78,63.6787,+0.6977,-5.8863,69.5650,78.6423,-33.8332,617.0652,617.0652
117,0.79,63.1181,+0.6577,-5.8799,68.9980,76.6108,-34.6633,607.3733,607.3733
118,0.80,62.6731,+0.7194,-5.8926,68.5657,65.9148,-35.1454,614.1029,614.1029
119,0.80,62.1199,+0.5627,-5.8951,68.0150,67.5283,-35.8572,624.3544,624.3544
120,0.78,62.1964,-0.0360,-5.8818,68.0783,73.8506,-36.5352,650.6271,650.6271
121,0.79,61.7772,-0.0679,-5.8788,67.6560,87.2749,-38.0214,726.0918,726.0918
122,0.78,60.9518,+0.2078,-5.8708,66.8226,86.3333,-38.8493,735.9152,735.9152
123,0.80,61.4963,+0.5615,-5.8558,67.3521,72.3738,-37.8242,695.1045,695.1045
124,0.77,60.5576,+0.5702,-5.8584,66.4160,78.1133,-38.8166,705.5483,705.5483
125,0.79,60.4715,+0.5406,-5.8507,66.3222,68.9514,-40.0523,763.8398,763.8398
126,0.77,60.4802,-0.0522,-5.8907,66.3709,95.6868,-40.5834,806.9473,806.9473
127,0.78,60.7561,+0.1713,-5.8591,66.6152,83.7312,-39.6083,790.0554,790.0554
128,0.79,60.5975,+0.5697,-5.8881,66.4856,95.3098,-39.7986,781.9606,781.9606
129,0.77,60.3612,+1.4720,-5.8915,66.2528,71.9575,-39.6523,786.8221,786.8221
130,0.77,59.6751,+1.1910,-5.8896,65.5646,90.3254,-40.2512,782.5245,782.5245
131,0.78,59.2697,+1.1734,-5.8928,65.1625,88.8613,-41.9559,831.1626,831.1626
132,0.77,59.1978,+1.4027,-5.8875,65.0852,101.0913,-40.9745,783.1042,783.1042
133,0.78,58.7800,+1.2599,-5.8997,64.6797,91.8225,-42.4882,841.7167,841.7167
134,0.79,58.4682,+1.2915,-5.9131,64.3813,95.9507,-42.4525,861.6719,861.6719
135,0.78,58.9405,+1.1831,-5.9245,64.8650,94.0183,-42.5175,892.2645,892.2645
136,0.75,58.0585,+1.0280,-5.9020,63.9605,116.2593,-43.6334,898.0038,898.0038
137,0.77,57.8195,+0.6707,-5.8976,63.7170,98.2029,-44.0528,908.9268,908.9268
138,0.76,57.4735,+2.0597,-5.8843,63.3578,116.9895,-45.2094,934.0248,934.0248
139,0.77,58.6977,+1.6192,-5.8567,64.5543,117.4456,-44.2505,939.0225,939.0225
140,0.77,58.5495,+1.2511,-5.8726,64.4220,92.1145,-45.8424,1000.1093,1000.1093
141,0.77,57.6034,+0.7655,-5.8641,63.4675,88.5244,-45.9230,970.0645,970.0645
142,0.76,57.4423,+0.1503,-5.8719,63.3142,109.2766,-46.8926,993.1205,993.1205
143,0.76,57.7516,+1.4234,-5.8442,63.5958,99.8025,-46.2805,982.8996,982.8996
144,0.76,56.9070,+0.3448,-5.8570,62.7640,90.2896,-47.3235,1021.3243,1021.3243
145,0.77,57.2679,+0.3598,-5.8447,63.1126,111.3306,-47.0454,1027.7578,1027.7578
146,0.78,57.1736,+0.5714,-5.8691,63.0427,161.5742,-47.6963,1059.8713,1059.8713
147,0.77,56.6094,+1.1054,-5.8783,62.4877,132.1904,-48.3100,1070.2039,1070.2039
148,0.75,56.1591,-0.1418,-5.8883,62.0474,91.3286,-51.3308,1213.6329,1213.6329
149,0.74,56.0957,+0.7974,-5.8830,61.9787,126.0662,-51.1580,1199.5038,1199.5038
150,0.76,55.9811,+0.6293,-5.8877,61.8689,119.6519,-50.1798,1123.7617,1123.7617
151,0.76,54.9457,+1.1817,-5.9042,60.8499,112.4871,-51.9086,1188.6582,1188.6582
152,0.75,55.0578,+1.2221,-5.8984,60.9561,113.9976,-52.2250,1232.2247,1232.2247
153,0.77,55.2639,+1.0566,-5.8992,61.1631,105.3616,-51.0387,1121.5105,1121.5105
154,0.74,55.0329,+0.7711,-5.8736,60.9065,114.3711,-52.0644,1183.1812,1183.1812
155,0.77,54.4424,+0.7824,-5.8529,60.2954,139.9485,-54.5068,1267.8652,1267.8652
156,0.76,54.4141,+0.9987,-5.8366,60.2507,138.3997,-53.1518,1186.8531,1186.8531
157,0.75,53.1181,+0.5493,-5.8461,58.9642,153.4536,-53.8363,1165.8538,1165.8538
158,0.75,52.9064,+1.7325,-5.8657,58.7721,117.7881,-55.4699,1239.8645,1239.8645
159,0.75,52.9207,+1.9619,-5.8568,58.7775,105.6406,-53.9453,1153.6606,1153.6606
160,0.76,53.6629,+1.0545,-5.8522,59.5151,116.7844,-55.4786,1266.8838,1266.8838
161,0.74,53.4579,+1.4559,-5.8457,59.3036,112.7083,-55.5015,1256.3516,1256.3516
162,0.74,52.8870,+1.7069,-5.8479,58.7349,126.1372,-56.2700,1268.5901,1268.5901
163,0.76,52.8871,+1.7730,-5.8389,58.7259,108.5015,-55.5169,1258.8708,1258.8708
164,0.74,51.9879,+1.2779,-5.8720,57.8598,101.1033,-56.7753,1282.8665,1282.8665
165,0.76,51.8977,+1.2016,-5.8316,57.7293,117.8745,-57.1945,1273.2361,1273.2361
166,0.73,51.5156,+1.0095,-5.8480,57.3636,106.2434,-58.7585,1365.0552,1365.0552
167,0.74,51.4478,+0.8390,-5.8472,57.2950,125.5203,-57.7854,1300.6001,1300.6001
168,0.74,51.8987,+1.1081,-5.8454,57.7440,161.9514,-58.8955,1392.7385,1392.7385
169,0.72,51.6604,+0.8566,-5.8093,57.4697,108.6226,-59.5433,1406.1780,1406.1780
170,0.75,51.3553,+0.3550,-5.8077,57.1630,129.5662,-59.6788,1401.5865,1401.5865
171,0.74,50.6114,+0.5373,-5.8233,56.4347,123.7280,-62.0465,1502.1167,1502.1167
172,0.73,50.4817,+1.0209,-5.8195,56.3011,145.7122,-63.0583,1554.6055,1554.6055
173,0.73,50.2420,+1.5332,-5.7941,56.0361,144.4485,-61.9773,1470.7947,1470.7947
174,0.73,49.2709,+0.3097,-5.8236,55.0944,118.7058,-62.8902,1475.7192,1475.7192
175,0.72,48.8408,+0.6288,-5.8713,54.7121,131.6208,-63.4929,1530.3171,1530.3171
176,0.75,48.7591,+0.4549,-5.8817,54.6408,132.4758,-64.9452,1576.5157,1576.5157
177,0.75,49.2982,+0.0875,-5.8648,55.1630,170.3848,-66.4951,1684.5383,1684.5383
178,0.73,48.2872,+0.0554,-5.8437,54.1309,116.2893,-68.2862,1717.4778,1717.4778
179,0.73,47.9132,+0.4035,-5.8615,53.7746,104.7708,-67.1945,1647.6353,1647.6353
180,0.74,47.2737,+1.1176,-5.8718,53.1455,117.2085,-67.5316,1657.5083,1657.5083
181,0.72,47.3484,+0.2768,-5.8683,53.2167,110.8848,-68.9184,1726.1758,1726.1758
182,0.73,47.2505,+1.1941,-5.8720,53.1225,121.6299,-68.4317,1686.4521,1686.4521
183,0.74,45.8638,+1.1047,-5.8670,51.7308,139.7205,-70.6549,1757.2114,1757.2114
184,0.72,46.4623,+0.3241,-5.8429,52.3051,124.6465,-70.1128,1741.9753,1741.9753
185,0.72,46.5446,+0.2352,-5.8625,52.4071,141.5908,-69.8731,1717.3987,1717.3987
186,0.73,46.6170,-0.6301,-5.8671,52.4841,135.6594,-70.2829,1741.5880,1741.5880
187,0.73,45.6401,+0.6724,-5.8364,51.4764,114.3091,-72.2314,1806.7125,1806.7125
188,0.73,46.1837,+1.4895,-5.8378,52.0215,168.4788,-72.3436,1814.2605,1814.2605
189,0.73,45.6578,+0.4594,-5.8422,51.5000,154.5876,-73.4799,1904.0151,1904.0151
190,0.73,44.7116,+0.9872,-5.8281,50.5397,137.7672,-73.8023,1866.9015,1866.9015
191,0.72,44.8584,+0.9309,-5.8196,50.6780,146.2793,-73.3429,1801.9653,1801.9653
192,0.74,45.4949,+1.0531,-5.7929,51.2878,161.8843,-75.2464,1953.0052,1953.0052
193,0.72,45.4362,+1.8783,-5.7946,51.2308,192.9163,-75.7260,1969.3120,1969.3120
194,0.73,43.9554,+0.4990,-5.7977,49.7531,124.3557,-76.5431,1937.9248,1937.9248
195,0.71,44.4899,+0.4953,-5.7994,50.2893,159.3080,-76.9811,2034.3724,2034.3724
196,0.71,44.6943,+0.8340,-5.7808,50.4750,132.2714,-77.5356,2007.9832,2007.9832
197,0.73,44.8124,+0.5327,-5.7575,50.5699,140.3647,-77.4337,2030.0065,2030.0065
198,0.73,44.0309,+0.5952,-5.7338,49.7647,123.2001,-78.6674,2086.8818,2086.8818
199,0.72,43.6014,+0.6749,-5.7027,49.3041,145.1180,-78.8785,2058.7812,2058.7812
200,0.71,43.5629,+0.1784,-5.7176,49.2805,117.3539,-80.1398,2106.7285,2106.7285
201,0.69,43.1228,+0.9733,-5.7236,48.8464,111.4689,-79.2272,2009.0858,2009.0858
202,0.70,42.5473,+0.7231,-5.7247,48.2720,93.8783,-81.0851,2078.9976,2078.9976
203,0.69,42.7242,+0.6423,-5.6788,48.4030,117.4926,-82.0311,2139.5803,2139.5803
204,0.68,42.0167,+0.7443,-5.6949,47.7116,115.5757,-83.1467,2165.3113,2165.3113
205,0.69,42.7104,+0.7368,-5.6951,48.4055,137.7213,-84.5795,2249.4419,2249.4419
206,0.68,42.1830,+0.3736,-5.6809,47.8639,126.4843,-83.2042,2151.1021,2151.1021
207,0.70,41.3193,+0.2155,-5.6904,47.0097,152.3514,-86.8940,2314.1484,2314.1484
208,0.68,41.1652,+0.0769,-5.7070,46.8722,130.8060,-86.2420,2284.3625,2284.3625
209,0.68,40.5475,+0.7191,-5.7027,46.2501,127.2260,-84.7533,2179.3293,2179.3293
210,0.70,41.1482,-0.1908,-5.7401,46.8883,131.8307,-84.0763,2188.2603,2188.2603
211,0.68,40.5357,-0.2299,-5.7214,46.2571,142.2924,-86.6876,2286.8262,2286.8262
212,0.69,40.2728,+0.4652,-5.7152,45.9880,105.0568,-86.9527,2312.5105,2312.5105
213,0.69,39.8804,-0.2672,-5.7209,45.6013,114.7079,-85.7920,2232.5708,2232.5708
214,0.72,39.3566,+0.8523,-5.7340,45.0906,119.4343,-86.8351,2299.6953,2299.6953
215,0.68,39.9319,+0.4412,-5.7002,45.6321,152.6088,-87.6777,2367.0913,2367.0913
216,0.70,38.9583,+0.9265,-5.7131,44.6715,127.7357,-87.8973,2328.0491,2328.0491
217,0.69,39.2797,-0.2920,-5.7097,44.9894,126.1963,-89.2504,2388.9585,2388.9585
218,0.69,39.2851,+0.4515,-5.7062,44.9913,153.6565,-92.0081,2590.1235,2590.1235
219,0.68,38.6581,+0.5216,-5.7114,44.3695,123.8651,-90.4679,2462.9038,2462.9038
220,0.68,38.2842,-0.0608,-5.6890,43.9732,103.1447,-91.6194,2523.8870,2523.8870
221,0.68,37.6393,+0.7245,-5.6650,43.3042,84.9714,-92.1646,2504.1904,2504.1904
222,0.69,37.4715,+0.7618,-5.6773,43.1488,119.8542,-92.0041,2476.9673,2476.9673
223,0.68,37.0497,+0.7025,-5.6634,42.7130,115.3237,-93.0674,2514.1799,2514.1799
224,0.68,37.5498,+0.4711,-5.6499,43.1997,176.3419,-95.1299,2660.1064,2660.1064
225,0.68,37.7547,+0.1316,-5.6278,43.3825,117.1654,-96.6314,2748.2371,2748.2371
226,0.69,36.8344,+1.5112,-5.6098,42.4442,127.9548,-96.1930,2676.2959,2676.2959
227,0.68,37.9947,+0.8377,-5.6285,43.6232,221.6652,-92.9834,2546.4976,2546.4976
228,0.68,36.5452,+0.2357,-5.6417,42.1869,144.3960,-94.5513,2563.8281,2563.8281
229,0.69,36.0630,+0.2096,-5.6629,41.7259,128.4591,-95.2897,2595.7439,2595.7439
230,0.69,36.5863,+0.0138,-5.6901,42.2764,109.5393,-94.7467,2619.2754,2619.2754
231,0.69,36.6754,-0.1117,-5.6819,42.3574,120.9985,-95.3547,2633.8335,2633.8335
232,0.68,35.9321,-0.0415,-5.6766,41.6086,120.3660,-96.5551,2672.9253,2672.9253
233,0.69,35.2619,-0.1880,-5.6738,40.9357,115.6680,-97.8772,2724.0005,2724.0005
234,0.68,36.1633,-0.5038,-5.6332,41.7965,204.7766,-99.4181,2843.9302,2843.9302
235,0.68,36.1325,-0.4281,-5.6435,41.7760,115.4761,-99.6264,2870.8008,2870.8008
236,0.68,35.4220,-0.1668,-5.6354,41.0574,205.9344,-98.7980,2808.1426,2808.1426
237,0.68,34.4463,+0.5338,-5.6198,40.0661,123.7467,-97.7909,2707.1597,2707.1597
238,0.67,34.4226,-0.0397,-5.6226,40.0452,128.2939,-99.1906,2771.8545,2771.8545
239,0.68,34.3321,-0.0796,-5.6605,39.9926,152.7012,-100.5614,2871.9980,2871.9980
240,0.67,34.2733,+0.2855,-5.6747,39.9480,113.4193,-98.5573,2751.9812,2751.9812
241,0.67,34.2072,+0.5692,-5.6788,39.8861,126.0221,-99.3980,2791.6729,2791.6729
242,0.68,34.7481,+0.5111,-5.6733,40.4214,131.3163,-100.2510,2851.5405,2851.5405
243,0.69,34.4622,+0.1732,-5.6593,40.1215,125.7006,-100.9805,2889.5337,2889.5337
244,0.69,34.3623,-0.0080,-5.6316,39.9940,180.6147,-101.4713,2931.3613,2931.3613
245,0.67,34.0834,-0.2492,-5.6291,39.7125,141.2183,-101.3565,2914.2764,2914.2764
246,0.68,33.2786,-0.1913,-5.6372,38.9158,132.9708,-101.6762,2885.4392,2885.4392
247,0.68,32.7227,-0.3020,-5.6322,38.3550,133.2748,-103.0705,2957.3018,2957.3018
248,0.67,32.3843,+0.4284,-5.6011,37.9855,114.0740,-102.3946,2930.2207,2930.2207
249,0.69,33.3777,+1.0737,-5.6214,38.9991,153.4581,-102.9907,3005.8345,3005.8345
250,0.68,33.9680,+0.7808,-5.5682,39.5362,176.0996,-103.9305,3058.9016,3058.9016
251,0.68,34.4079,+0.2356,-5.5877,39.9956,230.8269,-102.7115,3050.5635,3050.5635
252,0.68,33.1443,+1.1122,-5.6089,38.7533,170.5319,-104.8789,3135.0950,3135.0950
253,0.67,32.1366,+0.9698,-5.6237,37.7603,152.6688,-103.9988,3011.8892,3011.8892
254,0.68,32.1152,-0.1807,-5.6143,37.7296,223.7501,-103.6055,2993.5737,2993.5737
255,0.69,31.2238,+0.1880,-5.6178,36.8416,137.5916,-105.1936,3037.8313,3037.8313
256,0.68,32.0878,-0.2501,-5.6184,37.7061,112.2303,-108.0215,3243.9177,3243.9177
257,0.69,32.4423,+0.3715,-5.6211,38.0634,144.0502,-106.0820,3167.8767,3167.8767
258,0.68,32.1734,+0.1978,-5.6136,37.7870,137.0420,-105.9436,3148.3289,3148.3289
259,0.67,32.9179,-0.0266,-5.6052,38.5231,171.6296,-105.3204,3142.9414,3142.9414
260,0.68,32.5645,+0.0921,-5.6271,38.1915,146.6650,-104.9158,3082.2822,3082.2822
261,0.69,32.0612,+0.2349,-5.6213,37.6825,154.0317,-107.1738,3210.3354,3210.3354
262,0.68,31.5265,+0.8362,-5.6002,37.1267,152.1042,-106.8478,3163.2549,3163.2549
263,0.67,31.1322,-0.7061,-5.5941,36.7263,131.9092,-107.2693,3189.8723,3189.8723
264,0.69,30.5915,-0.0347,-5.6119,36.2033,96.0731,-107.6313,3179.4902,3179.4902
265,0.69,30.5171,+1.1352,-5.6472,36.1643,130.5116,-107.7155,3151.5039,3151.5039
266,0.68,30.8969,+0.9176,-5.6213,36.5183,123.4468,-108.2382,3213.9314,3213.9314
267,0.69,31.0128,+0.9922,-5.6304,36.6432,115.5710,-109.2255,3268.4932,3268.4932
268,0.67,30.6646,+0.5613,-5.6339,36.2984,116.6205,-109.2130,3266.5498,3266.5498
269,0.67,30.6700,+0.2334,-5.6346,36.3046,132.4548,-109.2626,3259.8472,3259.8472
270,0.68,31.0486,+0.3810,-5.6459,36.6945,162.1118,-107.8164,3161.2969,3161.2969
271,0.67,30.1424,+0.7926,-5.6273,35.7697,112.9255,-109.2267,3179.8108,3179.8108
272,0.68,30.6569,+0.2428,-5.6128,36.2696,110.8499,-108.0893,3170.8557,3170.8557
273,0.68,29.4555,-0.2059,-5.6205,35.0760,105.8328,-110.1787,3267.2568,3267.2568
274,0.69,30.5607,+0.4386,-5.6139,36.1747,144.2792,-109.7119,3287.2014,3287.2014
275,0.66,30.0150,+0.4465,-5.6189,35.6339,132.4703,-109.7714,3300.1401,3300.1401
276,0.67,29.5871,+0.0413,-5.6297,35.2168,224.9792,-109.5798,3259.8987,3259.8987
277,0.68,29.0547,-0.4402,-5.6268,34.6816,174.9708,-110.8772,3339.1182,3339.1182
