step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
2740,0.56,-1.5458,+0.0008,-8.4905,6.9447,19.4536,+7.4928,229.1035,301.9276
2741,0.56,-1.2926,+0.0490,-8.5093,7.2168,21.4640,+11.4360,318.8054,323.4810
2742,0.56,-1.3504,+0.0370,-8.4934,7.1430,19.1671,+10.1145,256.0280,314.0016
2743,0.56,-1.3087,+0.0446,-8.5099,7.2012,23.8232,+10.3716,348.6740,316.1292
2744,0.56,-1.3457,+0.2026,-8.5213,7.1757,22.8148,+6.8641,313.2661,317.6308
2745,0.55,-1.2527,-0.1783,-8.5107,7.2580,22.0768,+9.7172,316.1664,322.7204
2746,0.55,-1.0763,-0.0240,-8.4995,7.4232,18.3883,+6.0153,256.0263,328.3236
2747,0.57,-1.4094,+0.3773,-8.5149,7.1055,26.5645,+9.4793,309.1386,307.1481
2748,0.56,-1.0164,-0.1471,-8.5181,7.5017,30.9187,+13.2211,419.6669,339.8812
2749,0.56,-1.1227,-0.1425,-8.5186,7.3959,27.0745,+11.8657,333.7137,332.2839
2750,0.56,-1.4453,+0.2201,-8.5021,7.0568,48.5241,+13.0384,423.3742,318.2336
2751,0.56,-1.2241,-0.2105,-8.4987,7.2746,25.1852,+7.4575,322.1607,314.5417
2752,0.55,-1.2598,-0.0222,-8.5060,7.2462,22.3754,+9.1853,324.4920,313.6329
2753,0.56,-1.3812,+0.2073,-8.5027,7.1215,20.6979,+6.8632,233.7321,300.7700
2754,0.57,-1.5801,+0.0438,-8.4935,6.9134,19.9433,+8.9196,252.1428,294.4385
2755,0.56,-1.2183,-0.0341,-8.5010,7.2828,18.4140,+12.8853,344.3672,321.2299
2756,0.56,-1.3600,+0.0860,-8.5231,7.1631,22.1005,+7.9445,250.9648,305.9941
2757,0.57,-1.5778,-0.0195,-8.5086,6.9308,22.3008,+7.0723,244.1800,289.7691
2758,0.55,-1.3655,+0.1345,-8.4937,7.1282,23.8668,+8.3766,276.6561,301.2662
2759,0.56,-1.1859,-0.0249,-8.4957,7.3098,27.4559,+9.9073,374.8918,321.0430
2760,0.56,-1.4140,-0.0110,-8.5386,7.1246,23.7883,+10.3268,307.0013,304.3267
2761,0.56,-1.3073,-0.0551,-8.5206,7.2133,21.0429,+6.9385,226.2479,314.0734
2762,0.55,-1.3910,-0.0399,-8.5366,7.1456,23.1470,+14.7704,387.9302,324.0027
2763,0.56,-1.4350,-0.0423,-8.5158,7.0808,21.1068,+8.9487,274.5742,310.2590
2764,0.55,-1.5525,+0.0067,-8.5022,6.9496,24.3720,+9.2343,303.7592,307.5546
2765,0.57,-1.5742,+0.1276,-8.5123,6.9380,21.0919,+10.0952,299.3137,308.9363
2766,0.56,-1.4757,+0.2836,-8.5180,7.0423,23.3132,+8.0022,277.4412,316.8250
2767,0.54,-1.6104,+0.0949,-8.5063,6.8959,22.2798,+8.1048,259.2149,299.8450
2768,0.55,-1.1326,-0.1665,-8.5356,7.4030,21.1654,+13.6105,399.7855,345.4554
2769,0.55,-1.1771,-0.0129,-8.5300,7.3529,21.2640,+2.1632,284.4638,321.4822
2770,0.55,-1.1632,+0.1962,-8.5055,7.3423,25.1151,+14.1438,394.1609,340.9710
2771,0.55,-1.4746,-0.1780,-8.5314,7.0568,24.2692,+9.4357,262.2780,317.2078
2772,0.56,-1.4537,-0.0378,-8.5456,7.0918,19.8324,+7.1548,246.7784,311.1197
2773,0.56,-1.5587,+0.2592,-8.5439,6.9852,19.5143,+10.3052,298.8665,307.4787
2774,0.57,-1.4655,-0.2117,-8.5283,7.0628,18.2285,+7.7629,261.4668,307.7797
2775,0.57,-1.4701,-0.0116,-8.5527,7.0826,16.0918,+12.5253,316.3423,315.9698
2776,0.55,-1.3624,+0.1471,-8.5411,7.1787,19.8724,+9.9108,279.7986,314.8261
2777,0.56,-1.5469,-0.2220,-8.5315,6.9846,20.3341,+6.5276,251.1280,300.0206
2778,0.56,-1.3191,-0.0463,-8.5615,7.2424,25.7615,+10.1687,336.7533,315.1069
2779,0.55,-1.3777,-0.1148,-8.5845,7.2068,19.4223,+8.9689,303.7360,307.7535
2780,0.57,-1.4508,+0.2856,-8.5656,7.1148,23.3774,+10.4196,306.0923,306.3404
2781,0.57,-1.8320,+0.0620,-8.5379,6.7058,23.1096,+6.6097,214.0505,281.3332
2782,0.57,-1.5741,-0.0335,-8.5500,6.9759,20.1555,+10.8140,316.5057,306.1261
2783,0.57,-1.7196,-0.0037,-8.5518,6.8322,20.9070,+11.1628,324.1929,299.9625
2784,0.56,-1.5378,+0.1712,-8.5390,7.0012,22.8025,+8.0664,282.0816,307.2498
2785,0.56,-1.4892,+0.0784,-8.5313,7.0421,22.9249,+8.8625,329.2008,315.5829
2786,0.56,-1.4518,+0.0010,-8.5414,7.0896,22.7719,+8.2162,269.1627,310.2171
2787,0.57,-1.5469,+0.1646,-8.5455,6.9986,21.9606,+10.6001,272.2974,314.0307
2788,0.55,-1.4791,-0.0790,-8.5554,7.0763,22.1114,+9.3807,293.5608,314.0341
2789,0.56,-1.7394,+0.3252,-8.5548,6.8155,27.3067,+8.5791,312.5975,296.2103
2790,0.56,-1.8405,-0.0133,-8.5447,6.7041,24.0923,+8.9612,278.2291,285.2780
2791,0.57,-1.6496,+0.0050,-8.5475,6.8979,19.1866,+8.8355,303.3792,297.5847
2792,0.56,-1.3286,-0.1129,-8.5670,7.2384,30.1482,+3.5891,315.0499,305.1598
2793,0.57,-1.3869,+0.1131,-8.5639,7.1769,24.9784,+10.5573,332.6614,317.2857
2794,0.56,-1.7256,-0.0791,-8.5637,6.8381,33.0028,+9.3843,320.9199,301.6739
2795,0.56,-1.7378,+0.0346,-8.5713,6.8335,24.3367,+6.9193,244.6405,292.6180
2796,0.58,-1.5249,+0.2687,-8.5740,7.0492,18.5783,+10.7344,305.2831,313.9921
2797,0.56,-1.6386,+0.0641,-8.5576,6.9191,28.0429,+2.5433,249.4081,295.7684
2798,0.56,-1.5063,+0.0217,-8.5949,7.0885,19.3268,+13.0340,364.0086,318.0655
2799,0.56,-1.7851,+0.0548,-8.5640,6.7789,20.9520,+7.3684,266.3294,296.5894
2800,0.56,-1.7793,-0.1205,-8.5593,6.7799,21.4106,+8.2199,244.1193,293.7439
2801,0.53,-1.7189,+0.0479,-8.5692,6.8503,21.2679,+9.5399,293.2646,305.6587
2802,0.52,-1.8301,+0.2301,-8.5917,6.7615,24.2744,+8.2424,261.7434,296.6788
2803,0.54,-1.7560,+0.3110,-8.5733,6.8173,21.9158,+11.7049,351.7858,299.7664
2804,0.55,-1.5505,+0.2207,-8.5753,7.0249,23.8905,+5.1682,289.0740,299.8996
2805,0.54,-1.8276,-0.1030,-8.5960,6.7684,21.1378,+9.4841,273.1132,287.4008
2806,0.53,-1.6099,-0.1368,-8.5826,6.9726,23.7032,+11.6399,357.3984,313.8321
2807,0.53,-1.7270,-0.2480,-8.5925,6.8655,21.2610,+8.1196,277.3335,298.9870
2808,0.52,-1.5209,+0.0121,-8.5937,7.0728,24.7508,+9.7870,348.5310,312.8453
2809,0.53,-1.6931,-0.0745,-8.5962,6.9031,26.6807,+10.8908,399.5774,297.8124
2810,0.52,-1.4479,-0.1182,-8.5891,7.1413,31.8687,+8.1650,314.6688,314.9717
2811,0.51,-1.7649,-0.0732,-8.5772,6.8123,22.7466,+10.7809,270.9712,296.6399
2812,0.53,-1.5410,-0.0215,-8.5661,7.0251,30.3409,+8.6968,329.9505,310.0235
2813,0.53,-1.7303,-0.1892,-8.5703,6.8400,33.2535,+12.9215,418.0441,307.9366
2814,0.53,-1.8100,+0.0345,-8.5843,6.7743,23.9216,+8.4698,277.2228,292.9072
2815,0.53,-1.9187,-0.2054,-8.5739,6.6552,17.9365,+10.7886,289.4199,280.7557
2816,0.54,-1.6330,-0.1417,-8.5450,6.9120,20.5197,+9.2863,298.5883,304.6395
2817,0.54,-1.7069,-0.0322,-8.5728,6.8659,14.5266,+14.6909,382.8932,309.4988
2818,0.52,-1.6553,-0.0613,-8.5757,6.9204,49.0777,+5.2721,297.3425,301.8857
2819,0.53,-1.9731,+0.0389,-8.5727,6.5996,29.9707,+8.8540,294.4817,289.5957
2820,0.53,-1.8131,-0.0590,-8.5821,6.7690,15.1353,+9.0926,231.0870,298.8134
2821,0.52,-2.0547,-0.1291,-8.5831,6.5284,13.2505,+4.8004,221.6103,273.1618
2822,0.53,-1.8695,-0.1223,-8.5603,6.6909,11.3489,+7.2946,215.9418,286.2737
2823,0.53,-1.5124,-0.1722,-8.5825,7.0701,16.9004,+12.8230,373.1074,317.3900
2824,0.52,-2.1170,+0.0237,-8.5800,6.4630,13.6927,+8.2052,188.8253,266.3825
2825,0.53,-1.7176,+0.0029,-8.5697,6.8521,13.2197,+12.8490,391.9513,301.7888
2826,0.54,-1.9594,-0.3460,-8.5594,6.6000,9.7487,+7.5388,237.9306,277.0399
2827,0.53,-1.4527,+0.0748,-8.5634,7.1107,12.9745,+8.6893,305.8415,311.0212
2828,0.51,-1.8719,+0.1012,-8.5764,6.7045,13.6336,+7.2110,228.8378,282.6752
2829,0.51,-1.7563,-0.0001,-8.5760,6.8197,13.5307,+7.5990,237.4649,299.7918
2830,0.54,-1.9585,+0.3795,-8.5516,6.5931,21.9276,+7.2970,291.3019,280.4506
2831,0.52,-1.9516,+0.2289,-8.5909,6.6392,19.1324,+9.2600,273.2979,288.8216
2832,0.52,-1.8824,+0.3285,-8.6128,6.7304,15.6844,+4.3527,211.0495,289.5031
2833,0.53,-1.5732,+0.1467,-8.6055,7.0323,10.5441,+14.8950,355.1342,320.6710
2834,0.53,-1.7092,-0.0202,-8.5866,6.8774,18.8154,-0.7179,218.3723,293.5327
2835,0.54,-1.6007,-0.0970,-8.5829,6.9822,8.8590,+18.0309,446.4993,322.5259
2836,0.53,-1.5251,+0.2045,-8.5741,7.0490,13.3873,-5.0188,235.7762,289.3105
2837,0.53,-1.5023,-0.0908,-8.5866,7.0843,15.1370,+21.0580,636.4248,335.8750
2838,0.53,-1.5190,-0.1271,-8.5735,7.0545,25.2039,+3.8396,274.8317,295.6214
2839,0.54,-1.7398,-0.2188,-8.5617,6.8219,30.2410,+13.2643,384.0347,296.6537
2840,0.54,-1.9712,-0.2730,-8.5810,6.6099,16.0610,+6.8167,202.4205,274.6506
2841,0.54,-1.6531,-0.1819,-8.5642,6.9110,18.4477,+12.4552,315.4913,300.5605
2842,0.53,-1.8094,-0.2791,-8.5986,6.7891,9.7849,+4.4356,188.0070,284.6139
2843,0.53,-1.9345,-0.0463,-8.5914,6.6570,14.8377,+10.4271,270.8931,289.8568
2844,0.53,-1.9953,+0.1241,-8.5952,6.5999,9.2440,+1.2894,168.1212,263.0742
2845,0.53,-1.6780,+0.0810,-8.5999,6.9220,26.3438,+12.8748,319.5289,306.8012
2846,0.53,-1.9268,+0.0047,-8.5873,6.6605,12.9785,+6.9115,236.9436,279.3011
2847,0.52,-1.5758,+0.0482,-8.6021,7.0263,8.3250,+16.1968,423.6642,311.9188
2848,0.51,-1.5949,-0.1286,-8.6147,7.0199,13.5759,+0.9805,215.7564,293.6133
2849,0.53,-1.2003,+0.0476,-8.6201,7.4198,9.0956,+19.6795,525.6069,353.5274
2850,0.52,-1.1996,-0.1057,-8.6065,7.4069,8.9114,-7.0713,235.8285,299.7226
2851,0.53,-1.2862,-0.0830,-8.6186,7.3324,5.4770,+20.1106,492.0982,349.3127
2852,0.51,-1.0466,+0.1729,-8.6316,7.5849,7.4498,-6.2953,229.4832,316.2699
2853,0.52,-1.5444,+0.0316,-8.6187,7.0743,6.7321,+18.5263,427.7985,330.1362
2854,0.53,-1.5424,-0.0044,-8.6168,7.0744,7.9587,-4.1139,260.7668,294.6877
2855,0.54,-1.5715,-0.3608,-8.6150,7.0435,8.3546,+20.3862,545.5686,328.3551
2856,0.52,-1.7187,+0.0181,-8.5999,6.8812,7.3592,-4.0406,207.2110,288.0715
2857,0.54,-1.6893,+0.1108,-8.6174,6.9280,6.3828,+20.4128,533.5764,328.3793
2858,0.52,-1.6994,-0.1398,-8.5943,6.8948,9.3779,-3.1548,314.7450,287.5529
2859,0.54,-1.7208,-0.0300,-8.6218,6.9010,6.1576,+19.0599,458.0830,321.6696
2860,0.54,-1.4686,-0.1801,-8.6165,7.1479,8.3167,-4.1788,247.7968,294.6734
2861,0.54,-1.7537,-0.1742,-8.6105,6.8568,28.9235,+15.6239,468.4100,312.2484
2862,0.54,-2.0789,-0.0010,-8.5974,6.5185,14.8316,+12.9856,300.7130,283.6821
2863,0.54,-1.9926,-0.1336,-8.5939,6.6013,9.8744,+1.1464,251.6113,281.4939
2864,0.53,-1.9622,+0.1658,-8.5982,6.6360,17.8898,+14.7547,388.1133,300.3328
2865,0.54,-1.9882,+0.0538,-8.5862,6.5980,28.2328,+6.0279,253.2515,283.2577
2866,0.54,-1.9495,-0.2882,-8.6277,6.6782,14.9864,+12.1714,358.1943,301.9778
2867,0.53,-1.9659,-0.1096,-8.6240,6.6581,25.9635,+1.6699,235.5211,288.1681
2868,0.53,-1.8225,-0.2694,-8.6381,6.8155,11.3294,+14.9273,429.7661,310.9485
2869,0.53,-2.0277,-0.1437,-8.5984,6.5707,12.7748,+5.6839,267.9017,282.5637
2870,0.53,-1.7653,-0.2028,-8.6173,6.8520,7.7648,+12.8151,289.2664,315.8611
2871,0.52,-1.7567,+0.2211,-8.6052,6.8485,8.7367,-5.5708,171.2775,275.4158
2872,0.54,-1.5500,-0.1878,-8.6071,7.0571,13.7626,+19.7984,522.9941,335.8996
2873,0.52,-1.8522,+0.0780,-8.6070,6.7548,11.5693,+4.5186,194.1109,288.9279
2874,0.54,-1.9842,-0.0916,-8.6216,6.6374,10.1761,+14.6491,376.0555,299.6127
2875,0.52,-1.8207,-0.2494,-8.6101,6.7895,7.1856,-6.0775,213.9974,277.3105
2876,0.53,-1.9749,-0.2153,-8.6274,6.6525,6.0191,+16.9616,388.2648,304.6165
2877,0.53,-1.6629,-0.5116,-8.6255,6.9626,8.3354,-6.9766,249.1390,285.8227
2878,0.53,-2.0236,-0.1087,-8.6213,6.5977,6.8198,+15.9313,362.9677,299.3361
2879,0.54,-1.9489,-0.1294,-8.6189,6.6700,7.7920,-2.9808,196.7804,274.9848
2880,0.54,-2.0104,-0.3346,-8.6310,6.6206,5.8555,+20.0984,513.3221,307.5748
2881,0.54,-1.7300,+0.0552,-8.6198,6.8898,9.9764,-0.8633,307.0369,287.9974
2882,0.53,-2.3071,+0.0820,-8.6250,6.3179,5.6217,+12.9116,256.7776,274.5331
2883,0.53,-1.9769,-0.1771,-8.6153,6.6384,8.4225,-2.3624,276.8282,275.5723
2884,0.53,-2.3085,-0.1457,-8.6413,6.3329,9.8888,+14.6212,342.8116,284.0225
2885,0.56,-2.2374,+0.0813,-8.6418,6.4043,7.3771,-1.7735,189.0634,256.2996
2886,0.54,-1.8946,-0.0672,-8.6224,6.7278,5.5514,+16.2922,369.2572,310.0789
2887,0.54,-1.8987,-0.1001,-8.6196,6.7209,10.6582,-1.3138,277.2926,281.2146
2888,0.54,-2.1081,+0.0031,-8.6334,6.5253,11.6586,+13.0420,323.0529,293.6877
2889,0.53,-2.2249,-0.0281,-8.6420,6.4170,15.4721,+0.3352,230.0634,264.4055
2890,0.53,-2.3136,-0.0201,-8.6555,6.3419,8.9904,+12.2206,279.0794,280.4301
2891,0.53,-2.0796,-0.1354,-8.6173,6.5378,21.9290,-0.5262,258.3491,275.4346
2892,0.55,-2.3412,-0.0721,-8.6068,6.2656,27.5670,+14.2618,380.6399,285.7860
2893,0.54,-2.0291,-0.0283,-8.6183,6.5892,26.6701,+10.7338,346.7772,306.9607
2894,0.52,-2.2030,-0.0254,-8.6301,6.4271,19.5360,+10.4999,291.3774,288.9041
2895,0.55,-2.1003,+0.0107,-8.6513,6.5510,13.9241,+8.1334,202.3041,286.1437
2896,0.54,-2.2330,+0.1428,-8.6323,6.3994,21.8941,+10.7535,262.6510,275.7861
2897,0.54,-2.2616,+0.2836,-8.6252,6.3635,21.8779,+9.8052,249.4032,277.2240
2898,0.53,-2.2220,+0.2206,-8.6372,6.4152,15.7898,+7.5799,222.0681,276.2016
2899,0.54,-2.0600,-0.3130,-8.6581,6.5981,35.6651,+8.4031,289.3757,291.5338
2900,0.54,-2.2173,+0.1597,-8.6420,6.4247,9.5013,+7.3065,201.8117,287.5601
2901,0.54,-2.1580,-0.0928,-8.6244,6.4664,19.0464,+14.1333,393.3198,293.9620
2902,0.52,-2.6621,-0.1909,-8.6211,5.9590,11.8241,+5.0701,162.0539,250.1995
2903,0.55,-2.3321,-0.0510,-8.6315,6.2994,9.3754,+11.8316,288.4933,283.5378
2904,0.54,-1.8976,-0.1766,-8.6145,6.7169,20.8163,-1.8609,232.5391,291.8483
2905,0.54,-2.0364,-0.0984,-8.6225,6.5861,23.6475,+10.7397,283.3844,293.7017
2906,0.54,-2.1721,-0.0224,-8.6311,6.4590,23.0054,+10.7128,271.6765,292.0728
2907,0.53,-2.1480,+0.1300,-8.6435,6.4955,16.0256,+6.3955,239.5305,285.6840
2908,0.54,-2.3169,+0.2233,-8.6357,6.3188,11.1066,+7.4907,200.9272,270.2686
2909,0.55,-2.1247,-0.0347,-8.6510,6.5264,5.9607,+14.4550,350.0469,293.9658
2910,0.54,-2.4186,+0.1683,-8.6397,6.2211,8.2316,+5.5981,196.0585,257.4651
2911,0.54,-1.7657,-0.2012,-8.6264,6.8607,9.4372,+2.7965,162.1830,296.3408
2912,0.54,-2.1622,-0.0620,-8.6336,6.4714,6.0674,+15.8124,351.4043,287.9836
2913,0.53,-1.7832,+0.1165,-8.6445,6.8612,16.0565,-7.4089,332.8891,284.9885
2914,0.54,-2.1926,+0.1433,-8.6526,6.4600,5.3707,+14.9465,342.1820,281.1930
2915,0.53,-1.8567,+0.0569,-8.6457,6.7889,8.3132,-5.6023,280.2583,274.2498
2916,0.54,-2.0124,+0.1297,-8.6528,6.6404,9.1704,+17.9541,464.9282,315.8641
2917,0.54,-2.0930,-0.1362,-8.6728,6.5798,13.4739,-1.2828,210.6494,274.3355
2918,0.53,-2.2213,+0.0860,-8.6692,6.4479,11.4136,+8.5706,247.9163,280.3710
2919,0.54,-2.4250,-0.2126,-8.6739,6.2489,45.8004,+6.9053,252.8910,271.7824
2920,0.55,-2.2684,-0.0638,-8.6722,6.4037,21.2496,+7.7812,219.8987,279.4652
2921,0.54,-2.3633,-0.0283,-8.6559,6.2926,11.1009,+6.5985,177.3814,268.5113
2922,0.53,-2.2730,+0.1638,-8.6552,6.3822,14.4462,+10.1658,260.4527,286.2763
2923,0.55,-2.2923,-0.1676,-8.6627,6.3704,12.1809,+7.4236,214.5872,281.8436
2924,0.55,-2.4239,+0.1591,-8.6558,6.2319,9.2037,+7.9949,207.3771,265.6479
2925,0.54,-2.1621,-0.1119,-8.6730,6.5109,12.0850,+5.0601,219.0243,281.2439
2926,0.54,-2.1674,-0.1237,-8.6704,6.5030,20.2321,+12.2322,367.1276,292.1276
2927,0.54,-2.4821,-0.1290,-8.6701,6.1880,8.1273,+8.4364,237.6805,263.5396
2928,0.53,-2.3836,+0.0569,-8.6744,6.2908,8.0859,+4.9473,172.3831,268.9014
2929,0.54,-2.2396,-0.0688,-8.6683,6.4287,13.8055,+3.2703,196.5854,257.4246
2930,0.54,-2.3786,-0.0828,-8.6808,6.3022,10.4453,+10.3228,238.7354,270.5366
2931,0.54,-2.3934,-0.1666,-8.6600,6.2666,10.7129,+5.3574,153.6747,258.2669
2932,0.54,-2.2757,-0.2264,-8.6616,6.3859,5.4577,+12.5070,272.7601,282.9294
2933,0.55,-2.1957,-0.0923,-8.6761,6.4804,21.0642,+4.0232,191.0928,269.7748
2934,0.54,-2.2840,-0.1044,-8.6955,6.4115,5.9235,+12.0089,252.7547,280.2380
2935,0.53,-2.2225,-0.0106,-8.6882,6.4657,13.1763,-1.8372,144.8463,258.8973
2936,0.55,-2.0268,+0.1960,-8.6843,6.6575,5.4058,+18.4722,427.2299,307.0969
2937,0.54,-2.0332,-0.2310,-8.6915,6.6584,10.2047,-5.3273,257.2738,269.7692
2938,0.54,-2.2162,-0.0394,-8.6853,6.4692,7.4089,+13.7190,290.4825,291.6437
2939,0.53,-1.9145,-0.0435,-8.6804,6.7659,11.7757,-1.1358,216.7945,289.5431
2940,0.54,-2.0444,-0.1132,-8.6604,6.6160,10.9592,+16.3313,410.3982,309.9194
2941,0.52,-2.1975,-0.1265,-8.6691,6.4716,10.9335,+1.0422,156.5004,275.7664
2942,0.54,-2.5448,-0.0364,-8.6730,6.1281,8.5850,+8.1471,152.8127,262.0159
2943,0.53,-2.5114,+0.0274,-8.6662,6.1548,7.3466,+5.5991,153.1573,263.2260
2944,0.55,-2.5197,+0.0136,-8.6965,6.1767,6.0611,+3.0624,107.4073,257.4354
2945,0.55,-2.8143,-0.1670,-8.6966,5.8823,13.8946,+12.0147,258.3726,252.6960
2946,0.56,-2.2923,-0.0121,-8.6871,6.3948,12.9797,+0.0662,226.1435,275.7474
2947,0.54,-2.4010,-0.0297,-8.6897,6.2887,25.7817,+13.8643,347.7948,283.4595
2948,0.55,-2.5664,+0.0942,-8.7014,6.1350,11.3829,+12.1408,295.0438,269.9304
2949,0.55,-2.8094,-0.1730,-8.7066,5.8971,7.9312,+5.6679,200.7358,246.3797
2950,0.54,-2.6603,-0.0130,-8.6880,6.0276,21.9774,+3.3115,192.7141,246.0109
2951,0.54,-2.5312,+0.1145,-8.6880,6.1568,5.6173,+9.7055,215.8800,262.9883
2952,0.53,-2.4630,-0.0649,-8.6754,6.2124,14.4239,+1.9563,249.5433,267.3413
2953,0.55,-2.5037,+0.0308,-8.6758,6.1721,14.2820,+6.5223,253.4840,269.9026
2954,0.55,-2.6348,+0.3971,-8.6579,6.0231,10.9541,+4.9163,200.5881,249.3294
2955,0.55,-2.4220,-0.0426,-8.6834,6.2614,6.0503,+13.3665,287.1608,279.9538
2956,0.55,-2.4088,-0.1729,-8.6771,6.2683,6.6318,-0.8645,206.9026,267.5842
2957,0.56,-2.2327,-0.0172,-8.6872,6.4545,7.4233,+18.0292,464.3899,307.0707
2958,0.55,-2.4777,+0.1251,-8.6841,6.2064,6.1835,-1.0221,152.7921,252.5149
2959,0.55,-2.3868,-0.2639,-8.6798,6.2930,5.6679,+15.5641,338.7115,297.9678
2960,0.54,-2.4490,-0.1552,-8.6429,6.1939,7.8561,-0.5915,234.6501,262.9172
2961,0.54,-2.2722,-0.1966,-8.6602,6.3880,5.1968,+18.7014,448.0356,307.0442
2962,0.54,-2.2433,-0.2325,-8.6549,6.4116,10.1698,-1.4740,264.1300,278.3761
2963,0.54,-2.3356,-0.1233,-8.6688,6.3331,18.5505,+12.6496,388.5160,287.1186
2964,0.54,-2.5103,-0.0591,-8.6746,6.1643,10.4665,+7.2892,210.0158,265.7522
2965,0.55,-2.2953,-0.1775,-8.6799,6.3846,10.9064,+13.4851,300.0453,293.0287
2966,0.55,-2.7406,-0.2611,-8.7081,5.9675,7.9780,+6.5954,177.3790,254.3353
2967,0.54,-2.5016,+0.1333,-8.7003,6.1987,9.0867,+10.3663,272.0432,273.3087
2968,0.54,-2.4604,+0.0973,-8.7061,6.2457,6.5496,+4.5889,159.4331,266.4933
2969,0.55,-2.3698,-0.1853,-8.7106,6.3408,14.1390,+9.0443,255.3724,287.3386
2970,0.55,-2.7264,-0.0058,-8.7310,6.0046,16.6712,+11.0296,306.9789,270.5581
2971,0.53,-2.3803,-0.1103,-8.7175,6.3372,23.5747,+8.2128,290.9005,280.4341
2972,0.54,-2.4316,+0.1484,-8.7174,6.2858,25.5810,+8.9868,317.1005,277.7604
2973,0.55,-1.9976,-0.2192,-8.6906,6.6930,42.6765,+12.5072,484.3128,315.8140
2974,0.53,-2.2191,-0.3386,-8.7062,6.4872,41.4568,+9.9720,408.9980,295.0438
2975,0.55,-2.3287,-0.1986,-8.7031,6.3744,25.3357,+11.0457,339.8633,290.9595
2976,0.54,-2.4626,+0.1895,-8.6923,6.2297,55.5571,+9.4478,404.5847,267.7696
2977,0.53,-2.4932,-0.2753,-8.7110,6.2178,20.6816,+8.2474,352.1521,272.5337
2978,0.53,-2.3078,-0.1289,-8.7089,6.4011,24.2983,+7.4466,287.7482,285.8978
2979,0.54,-2.1206,-0.1492,-8.7050,6.5844,45.4348,+8.0703,353.7849,295.3451
2980,0.53,-2.3346,-0.0998,-8.7012,6.3666,39.1916,+8.1245,318.9396,292.6517
2981,0.54,-2.2694,-0.1815,-8.6889,6.4195,35.8419,+8.8948,376.4186,296.4532
2982,0.54,-2.3753,-0.0780,-8.6978,6.3225,33.4731,+9.1756,397.7909,293.5465
2983,0.52,-2.1940,-0.2745,-8.7169,6.5229,48.0602,+8.8798,356.0769,301.2556
2984,0.54,-2.4106,+0.0013,-8.7114,6.3008,40.3316,+8.1068,323.3462,293.8427
2985,0.54,-2.3096,-0.2320,-8.7228,6.4131,36.6023,+7.3444,335.5317,294.1816
2986,0.54,-2.4738,+0.1768,-8.7015,6.2277,8.5453,+8.0825,221.0079,277.9466
2987,0.54,-2.5208,+0.0633,-8.7210,6.2002,6.7455,+3.8544,136.0313,271.2200
2988,0.53,-2.5013,-0.2424,-8.7225,6.2212,10.7671,+10.9592,278.7701,276.6710
2989,0.53,-2.4937,+0.0096,-8.7198,6.2260,9.2872,+2.9711,160.2048,259.8739
2990,0.54,-2.5090,-0.1275,-8.7181,6.2092,6.3238,+10.9708,228.9041,269.4607
2991,0.54,-2.1697,+0.2627,-8.7182,6.5485,5.8080,-3.9628,214.7277,281.0181
2992,0.54,-2.5976,+0.1488,-8.7108,6.1132,4.3414,+14.6833,276.7316,282.2075
2993,0.55,-2.1622,-0.1117,-8.7171,6.5549,7.1440,-7.2518,232.3600,281.0395
2994,0.55,-2.5854,-0.1046,-8.6988,6.1134,6.5832,+11.0836,235.6235,275.8886
2995,0.53,-2.2952,-0.1461,-8.7179,6.4227,9.9249,-1.3285,196.1946,277.1059
2996,0.54,-2.7768,-0.1672,-8.7161,5.9393,11.9248,+7.0194,191.0062,254.0439
2997,0.55,-2.4919,-0.1056,-8.7234,6.2314,10.1842,+9.3191,248.3263,274.3688
2998,0.55,-2.5475,-0.2137,-8.7407,6.1933,11.0395,+10.8893,350.1427,275.3912
2999,0.54,-2.2288,+0.1163,-8.7301,6.5013,13.2500,+1.9417,167.9209,275.9947
3000,0.55,-2.2071,-0.1451,-8.7294,6.5222,15.8173,+14.8026,350.4661,308.4867
3001,0.54,-2.3215,+0.2723,-8.7374,6.4159,18.1888,+10.3017,296.2017,286.4483
3002,0.54,-2.2843,+0.1889,-8.7190,6.4347,32.0622,+7.1657,268.1371,286.7825
3003,0.54,-2.5096,-0.1107,-8.7310,6.2213,54.7423,+7.5824,243.4105,275.8119
3004,0.53,-2.5482,-0.1800,-8.7196,6.1714,25.9739,+6.9051,220.4058,266.9489
3005,0.55,-2.4594,-0.1280,-8.7054,6.2460,28.0742,+8.7800,248.6643,280.4862
3006,0.54,-2.3609,-0.1960,-8.6999,6.3390,31.4168,+8.8714,303.8443,290.9057
3007,0.54,-2.4241,-0.1011,-8.7149,6.2908,29.4584,+5.4394,255.6659,279.1234
3008,0.54,-2.4185,-0.0241,-8.7035,6.2850,29.7418,+7.0283,242.1606,281.7819
3009,0.53,-2.0973,+0.0344,-8.7052,6.6080,24.6207,+7.0703,255.1333,301.0345
3010,0.55,-2.5318,-0.0213,-8.7020,6.1701,33.2774,+7.5083,295.9373,272.5567
3011,0.54,-2.6571,+0.1155,-8.6914,6.0344,31.7915,+6.6982,235.5473,262.3556
3012,0.54,-2.4936,-0.0700,-8.6960,6.2024,18.6458,+7.7050,211.0740,274.1772
