step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
653,0.51,8.2805,+0.2034,-7.2794,15.5600,101.8971,+26.8372,1345.2832,809.9103
654,0.51,8.1403,+0.3169,-7.3127,15.4529,72.2933,+27.9692,1324.0984,802.5835
655,0.52,7.3884,-0.7141,-7.2769,14.6653,73.0889,+29.7763,1577.2810,766.4244
656,0.52,8.1571,-0.3757,-7.2721,15.4292,91.9830,+30.0409,1571.3398,799.0342
657,0.52,7.9813,-0.4910,-7.2919,15.2732,78.8001,+26.5214,1416.4513,787.4872
658,0.51,8.6701,+0.2427,-7.2679,15.9380,113.5379,+31.5543,1638.2715,845.9843
659,0.52,7.9451,+0.3145,-7.2816,15.2267,76.1365,+29.1397,1388.8612,798.8086
660,0.52,7.6457,+0.2354,-7.2760,14.9217,67.9079,+27.2302,1257.1465,780.7672
661,0.52,7.6604,-0.4079,-7.3048,14.9652,73.1936,+27.9952,1367.9915,777.8362
662,0.52,8.2735,-0.5389,-7.3160,15.5896,98.8928,+30.5847,1607.4275,814.9197
663,0.51,8.4444,-0.0181,-7.3017,15.7461,134.9610,+26.0777,1284.5842,798.7480
664,0.53,8.2783,-0.1357,-7.2687,15.5470,73.7971,+29.1205,1452.0135,811.4477
665,0.52,7.5623,+0.2794,-7.2636,14.8260,62.7990,+24.7236,1159.7781,755.8099
666,0.51,7.5768,+0.3228,-7.2897,14.8665,70.9702,+25.6544,1170.2961,749.0608
667,0.52,7.9491,+0.0215,-7.2786,15.2277,78.3070,+22.3702,1080.0851,786.2378
668,0.53,7.8609,-0.5880,-7.2869,15.1477,79.8838,+30.7395,1570.4434,787.0928
669,0.53,8.4817,+0.5366,-7.3068,15.7885,101.8956,+25.2844,1356.8835,833.7611
670,0.52,9.1133,-0.7471,-7.3158,16.4291,97.5094,+28.8358,1490.7217,854.5078
671,0.53,9.0541,+0.7979,-7.3172,16.3713,91.0069,+31.9244,1702.5106,874.5012
672,0.52,7.5483,-0.4129,-7.3237,14.8719,70.7677,+28.1712,1350.2152,765.9517
673,0.51,7.5561,-0.9763,-7.3321,14.8882,74.2485,+25.9005,1156.7183,758.9556
674,0.51,6.3019,-0.2558,-7.3559,13.6578,59.0401,+27.9506,1190.8560,689.2869
675,0.52,7.5412,+0.4098,-7.3364,14.8776,65.2158,+23.9969,1115.1108,757.4314
676,0.52,7.0665,-0.4373,-7.3253,14.3918,80.2673,+23.4069,1158.4084,736.3468
677,0.50,7.4973,+0.2627,-7.3222,14.8195,105.3303,+22.4537,1026.8895,753.9646
678,0.52,8.1507,-0.6320,-7.2770,15.4277,129.9711,+28.7037,1543.5315,785.1830
679,0.51,7.4419,+0.3008,-7.2998,14.7417,100.1121,+24.4359,1275.6091,765.8969
680,0.51,8.2220,+1.0875,-7.3166,15.5386,101.0651,+29.8677,1530.7330,818.7117
681,0.52,7.7526,+1.2963,-7.3487,15.1013,144.6469,+28.8852,1600.8474,786.6005
682,0.50,7.8148,+0.1734,-7.3151,15.1299,109.7111,+24.1488,1149.6212,785.7692
683,0.50,7.6502,+0.2259,-7.3211,14.9713,67.3343,+29.2247,1357.1077,791.1446
684,0.53,8.3998,-0.3827,-7.3011,15.7008,79.7171,+27.4247,1290.1023,809.2479
685,0.51,8.5221,-0.3743,-7.3157,15.8378,151.7655,+31.0845,1745.1892,822.3062
686,0.50,8.9897,-0.8345,-7.3152,16.3048,159.0008,+29.2362,1694.8079,851.6503
687,0.52,8.5871,-0.2498,-7.2886,15.8757,138.9152,+29.8227,1645.6726,836.0698
688,0.51,8.2750,+0.4035,-7.2905,15.5655,144.0370,+31.0341,1780.3188,833.1483
689,0.52,8.4530,+0.0660,-7.2803,15.7333,129.1836,+27.2131,1471.0856,832.8041
690,0.51,8.8620,+0.1886,-7.2923,16.1543,215.8990,+30.4984,1828.1472,873.0585
691,0.51,8.9381,+0.3398,-7.2860,16.2241,142.6109,+31.5313,1722.6460,864.1447
692,0.50,9.1626,-0.2146,-7.3061,16.4686,128.7263,+28.7967,1605.4810,855.9552
693,0.50,8.4914,+0.0011,-7.2968,15.7882,157.9552,+31.6212,1776.3796,811.9371
694,0.49,8.2762,-0.8114,-7.2903,15.5665,121.4913,+25.9135,1488.1324,815.8134
695,0.52,8.3347,+0.0454,-7.2798,15.6145,99.0451,+26.6052,1495.6443,811.4819
696,0.49,8.3030,+0.3763,-7.2970,15.6000,131.8657,+27.1320,1430.4688,791.8630
697,0.51,8.5357,-0.3715,-7.3004,15.8361,157.9576,+30.0101,1720.2745,820.7100
698,0.51,8.4181,-0.4132,-7.2960,15.7141,154.7277,+26.2385,1482.3804,821.4155
699,0.50,8.1565,+0.3666,-7.3058,15.4623,148.7142,+25.4812,1418.8967,800.1838
700,0.51,8.0332,-0.0419,-7.3237,15.3569,154.6875,+27.6688,1446.2468,808.1205
701,0.52,9.2242,+0.3380,-7.2791,16.5033,167.7467,+28.1923,1619.1467,859.2180
702,0.51,8.2000,+0.2912,-7.3250,15.5250,126.1522,+28.7781,1480.4612,812.1719
703,0.49,8.8322,-0.4798,-7.3130,16.1452,154.7277,+31.8605,1908.4844,868.7546
704,0.51,8.9190,-0.0055,-7.3145,16.2335,163.3811,+33.3340,1976.1566,851.7300
705,0.50,8.9112,+0.1775,-7.3022,16.2134,148.7478,+30.7861,1844.8555,851.4368
706,0.49,8.9773,+0.1620,-7.2863,16.2636,215.9860,+31.1511,1915.2434,854.0835
707,0.51,8.6319,-0.3095,-7.3056,15.9375,234.6536,+29.9105,1853.6213,840.1895
708,0.52,8.6769,+0.3455,-7.3425,16.0195,155.1116,+27.8759,1623.9447,830.6050
709,0.50,8.6604,+0.0264,-7.3240,15.9844,152.2315,+27.5993,1574.0432,834.9230
710,0.51,7.8832,+0.3284,-7.3015,15.1847,191.5123,+27.7756,1654.5889,784.8604
711,0.53,8.1242,-0.4249,-7.2919,15.4161,154.5945,+27.0999,1561.2776,798.6455
712,0.50,8.0819,-1.0774,-7.3269,15.4088,114.2405,+25.4770,1408.8237,786.7506
713,0.50,9.5497,+0.4519,-7.3404,16.8900,162.9938,+30.3494,1773.0179,881.4004
714,0.50,9.1089,-0.6519,-7.3346,16.4436,241.1911,+30.8391,1718.1443,861.4558
715,0.49,8.9600,-0.7279,-7.3372,16.2972,169.1479,+30.7312,1750.2695,855.7167
716,0.49,8.6149,+0.4931,-7.3434,15.9583,150.2667,+28.2125,1508.0836,830.6914
717,0.51,7.8397,+1.1480,-7.3540,15.1936,155.8242,+31.8574,1795.9596,794.5012
718,0.51,8.5122,+0.1978,-7.3265,15.8387,148.1707,+29.6426,1651.9512,837.7812
719,0.51,8.8158,+0.1877,-7.3139,16.1297,166.1941,+31.2521,1825.8156,856.6223
720,0.51,8.9774,-0.1938,-7.3313,16.3087,139.4262,+32.0276,1866.8530,859.2970
721,0.51,9.4367,-0.1307,-7.3612,16.7979,184.6902,+32.6508,1915.2369,899.5885
722,0.50,9.5823,-0.1065,-7.3800,16.9624,284.0311,+31.9675,2109.4307,901.2323
723,0.51,9.0759,+0.6624,-7.3428,16.4187,200.0821,+30.0399,1854.2141,865.3253
724,0.52,9.8404,+0.1459,-7.3277,17.1681,275.4552,+30.9373,1983.2417,931.2476
725,0.51,10.3754,+0.5325,-7.3737,17.7491,301.1397,+32.2876,2101.0991,969.5245
726,0.51,9.3841,-0.6297,-7.3518,16.7359,194.5242,+32.6842,2116.9160,903.0083
727,0.51,9.8599,+0.0165,-7.3275,17.1873,244.0450,+29.3646,1936.4087,924.8284
728,0.50,9.8074,+0.5813,-7.3310,17.1384,251.3921,+30.7121,2035.9619,918.9783
729,0.52,9.3398,+0.3892,-7.3108,16.6505,247.8624,+29.5000,1934.4856,894.0123
730,0.50,9.9688,+0.4357,-7.2967,17.2656,291.0521,+32.9104,2239.0303,934.0979
731,0.50,9.9625,-0.1700,-7.3208,17.2833,188.6201,+33.0704,2057.4834,943.0945
732,0.52,10.4919,-0.2811,-7.3139,17.8058,195.7645,+35.2299,2253.5352,958.5891
733,0.52,10.4860,-0.5206,-7.3331,17.8191,333.2739,+35.6436,2630.2971,962.1564
734,0.50,10.3861,-0.4061,-7.3594,17.7454,229.4322,+37.7849,2494.9521,959.4219
735,0.51,9.8528,-0.2345,-7.3647,17.2174,255.9393,+32.8601,2092.0308,922.8752
736,0.53,9.6126,-0.3051,-7.3687,16.9813,258.4152,+32.9655,2181.3848,909.1551
737,0.51,10.8670,-0.1285,-7.3498,18.2169,510.1827,+36.3702,2884.1348,1022.3846
738,0.53,9.7938,-0.5369,-7.3606,17.1544,216.3318,+35.2072,2319.6035,934.9989
739,0.53,9.4155,+0.3565,-7.3285,16.7440,202.5219,+33.0218,2051.2271,886.1149
740,0.50,9.7334,-0.2435,-7.3849,17.1184,279.9641,+34.4415,2420.5559,915.8285
741,0.49,9.8519,+0.0537,-7.3867,17.2386,257.3272,+31.7225,2050.9817,939.2621
742,0.50,10.7469,+0.1839,-7.4148,18.1617,407.2659,+33.1861,2416.2751,996.3213
743,0.51,10.2383,-0.2708,-7.3816,17.6199,288.3821,+34.6615,2437.0898,980.1452
744,0.52,9.0674,-1.2700,-7.3421,16.4095,229.7242,+34.0720,2107.9236,877.3450
745,0.50,9.9002,+0.1636,-7.3643,17.2645,209.6977,+32.0890,2020.8223,926.9332
746,0.51,10.0041,-0.1296,-7.3938,17.3980,220.3574,+33.4008,2085.0220,949.8408
747,0.52,9.1420,+0.1636,-7.3755,16.5174,204.0654,+33.4034,2047.3721,895.1675
748,0.52,10.3311,+0.5077,-7.4130,17.7441,237.6004,+35.5541,2410.9048,990.8519
749,0.53,10.4927,+1.5376,-7.3841,17.8768,260.2137,+34.3996,2430.2773,982.6937
750,0.50,10.0328,-0.0663,-7.4256,17.4584,244.6012,+33.8433,2338.8281,960.2473
751,0.51,10.5758,-0.3068,-7.3914,17.9672,332.2793,+37.2745,2779.6760,1006.4148
752,0.51,10.4208,-0.0591,-7.4090,17.8298,256.0928,+36.8753,2551.1484,992.0494
753,0.53,10.5350,+0.2814,-7.3898,17.9247,251.6590,+35.1737,2447.8240,991.0842
754,0.52,10.8821,+0.3549,-7.4473,18.3293,274.3038,+35.9420,2473.8276,1021.8056
755,0.50,10.5765,+0.4844,-7.3796,17.9561,242.4847,+36.8130,2459.9050,1009.8119
756,0.51,10.3257,+0.2756,-7.3737,17.6994,226.0695,+34.1612,2184.8701,994.6316
757,0.51,10.0606,-0.1569,-7.3571,17.4177,273.7790,+35.4495,2418.8584,982.0801
758,0.51,10.6827,+1.0905,-7.3431,18.0258,247.8463,+35.7498,2434.3057,1006.8492
759,0.51,10.1507,+0.4217,-7.3345,17.4853,302.0721,+35.9401,2488.9236,986.5323
760,0.51,10.5044,+0.3622,-7.3401,17.8445,328.8492,+35.9382,2442.1748,1008.2861
761,0.52,10.7015,+0.2676,-7.3855,18.0870,290.9860,+36.6640,2466.1289,1021.9343
762,0.53,10.4549,+0.1007,-7.3834,17.8383,245.2996,+37.4658,2565.8057,1021.3788
763,0.50,10.6969,+0.3814,-7.4110,18.1079,248.5515,+38.2931,2647.6421,1032.9750
764,0.52,10.3729,+0.4792,-7.3906,17.7636,249.5763,+37.0241,2438.1021,997.5566
765,0.51,12.3805,+0.5608,-7.3963,19.7769,381.3713,+38.6828,2861.5227,1126.4255
766,0.51,11.4885,+0.2991,-7.4142,18.9027,263.8431,+38.2995,2556.4094,1075.3450
767,0.50,11.0617,-0.2335,-7.3969,18.4586,262.7864,+37.2690,2487.5137,1026.2667
768,0.50,10.5875,+0.0747,-7.3731,17.9607,261.9585,+39.1937,2627.0586,1008.3902
769,0.51,10.8059,+0.5021,-7.3528,18.1588,230.0505,+38.5667,2586.9856,1010.6330
770,0.51,11.2343,+0.5822,-7.3627,18.5970,272.5308,+38.6761,2660.7612,1035.4402
771,0.52,11.8108,+0.8664,-7.3772,19.1880,252.6373,+35.8915,2462.1675,1069.3809
772,0.50,11.0242,-0.4071,-7.3698,18.3939,239.5880,+37.5374,2614.5508,1035.6404
773,0.51,11.4697,-0.1716,-7.3692,18.8389,328.6153,+38.3840,2704.1011,1050.2275
774,0.54,10.9424,-0.0953,-7.3743,18.3167,236.9940,+37.1542,2413.9854,1013.1462
775,0.51,10.6105,+0.1270,-7.3624,17.9729,199.5582,+35.5772,2223.9407,999.1786
776,0.51,10.7661,+0.4333,-7.3562,18.1223,281.3171,+38.6807,2629.6704,1009.7345
777,0.51,9.5628,+1.2331,-7.3542,16.9170,308.6516,+37.2649,2352.1792,934.0736
778,0.51,10.5000,+0.0022,-7.3557,17.8557,261.9367,+36.4319,2366.3645,989.8444
779,0.52,11.1972,+0.1246,-7.3505,18.5477,253.1769,+37.0946,2505.9924,1021.0931
780,0.51,10.4329,+0.0837,-7.3476,17.7805,207.6985,+37.2310,2401.3833,989.0901
781,0.51,10.5972,+0.6579,-7.3365,17.9337,201.8171,+37.2433,2293.7368,1011.4359
782,0.51,10.8351,-0.7982,-7.3267,18.1618,246.7818,+38.0609,2520.9373,1044.3019
783,0.51,11.8748,+0.2573,-7.3564,19.2312,454.8588,+36.8812,2836.6030,1101.0081
784,0.51,11.6807,-0.7527,-7.3537,19.0344,277.7134,+37.5000,2580.3503,1078.1735
785,0.51,11.0846,-0.3236,-7.3039,18.3885,260.3285,+38.2300,2641.3276,1034.9943
786,0.48,11.2818,-0.0003,-7.3151,18.5969,254.4183,+38.3209,2698.5608,1041.0348
787,0.49,11.3531,+0.3210,-7.3073,18.6603,316.5298,+35.3740,2446.2686,1058.6820
788,0.50,10.6977,+1.2649,-7.3352,18.0330,232.8865,+36.9494,2505.7935,1028.9761
789,0.48,11.9391,+0.3530,-7.3670,19.3061,466.2314,+38.8905,3130.7607,1103.0460
790,0.52,11.7825,+0.2044,-7.3511,19.1336,297.1980,+36.6264,2534.7214,1079.2693
791,0.51,11.4226,+0.3251,-7.3557,18.7782,257.9587,+35.5943,2469.1050,1068.5645
792,0.52,11.2948,+1.6279,-7.3845,18.6793,324.0953,+37.2332,2717.2117,1061.2413
793,0.51,11.3089,-0.3881,-7.4007,18.7096,256.1418,+36.5886,2521.2961,1060.8447
794,0.50,10.7872,+0.3855,-7.4027,18.1899,291.7055,+36.6822,2549.7656,1033.4495
795,0.50,10.6060,-0.4020,-7.4184,18.0244,268.8766,+37.5999,2562.1670,1028.0909
796,0.50,10.9615,+1.0976,-7.4532,18.4147,217.2021,+37.4059,2578.9697,1036.0472
797,0.50,10.7195,+1.2190,-7.4728,18.1923,273.1679,+36.8240,2504.5688,1025.6884
798,0.50,10.5387,+0.5574,-7.4270,17.9657,209.5590,+36.1396,2252.3071,980.9048
799,0.51,12.0153,-0.3395,-7.4058,19.4211,373.1725,+38.4594,2923.4272,1084.4292
800,0.51,10.9832,+0.5509,-7.4059,18.3891,293.2079,+36.2668,2433.3198,993.0290
801,0.50,10.8087,+1.5004,-7.3907,18.1994,475.1883,+36.8300,2708.0557,967.7484
802,0.51,11.5967,+0.7669,-7.4270,19.0236,294.4674,+39.1331,2868.4910,1060.8660
803,0.51,12.0255,-0.0906,-7.4109,19.4364,361.6866,+38.2605,2800.3516,1090.1292
804,0.52,12.4508,+0.7767,-7.4484,19.8992,286.6779,+38.0354,2658.0298,1118.4846
805,0.52,11.1570,-0.5135,-7.4392,18.5962,262.1350,+38.3870,2572.4167,1052.3687
806,0.53,11.9728,+0.4436,-7.4229,19.3958,299.6215,+37.3657,2890.0278,1089.6274
807,0.51,11.4463,-0.0277,-7.4383,18.8846,258.3300,+40.7819,2750.7368,1051.8145
808,0.52,11.5042,+0.4690,-7.4390,18.9431,316.2925,+39.6179,2782.1909,1065.0371
809,0.52,11.5490,+1.4549,-7.4167,18.9657,284.0325,+41.9322,2949.6514,1074.0833
810,0.50,12.1475,+0.0699,-7.4143,19.5618,318.6604,+40.5694,2925.7432,1106.9911
811,0.50,12.2901,+0.0132,-7.4170,19.7071,275.8700,+40.3554,2821.0283,1110.6387
812,0.51,11.8183,+0.1178,-7.4363,19.2546,266.1785,+41.6632,2823.7017,1093.1381
813,0.50,12.2104,+0.0667,-7.3883,19.5987,324.9727,+42.2930,2969.8586,1110.0476
814,0.51,11.7725,+0.5280,-7.4107,19.1832,286.0015,+41.8705,3169.5317,1100.3643
815,0.51,11.1610,-0.1815,-7.3660,18.5270,249.0547,+40.7759,2855.7310,1055.0328
816,0.51,11.9296,+0.2964,-7.3274,19.2570,236.1789,+39.5939,2779.1924,1095.0006
817,0.51,11.8128,+0.5425,-7.3770,19.1897,273.2760,+40.5531,2773.2632,1091.7786
818,0.51,12.0479,+0.1720,-7.4042,19.4521,336.4342,+40.4271,2791.3203,1117.4567
819,0.51,12.1956,+0.0919,-7.3896,19.5852,373.5616,+38.3703,2644.0776,1097.4524
820,0.52,11.0206,+0.7520,-7.4044,18.4250,316.4996,+41.2688,2809.9485,1038.1636
821,0.51,12.0915,-0.4363,-7.3934,19.4849,310.7813,+40.5990,2820.1372,1113.0222
822,0.50,11.6024,-0.6314,-7.3591,18.9615,261.3848,+37.7462,2511.8945,1072.1191
823,0.50,11.5146,-0.9649,-7.3579,18.8726,249.4484,+39.1185,2559.7227,1058.2996
824,0.49,11.1263,+0.4111,-7.3583,18.4846,260.8536,+36.2837,2156.4119,1033.3408
825,0.51,10.9860,-0.5051,-7.3828,18.3688,327.0623,+38.8951,2512.3252,1021.8575
826,0.50,10.8064,-0.7578,-7.3875,18.1939,200.2436,+38.0842,2287.1909,1020.6823
827,0.50,10.5309,-0.7241,-7.4266,17.9574,315.9029,+38.0505,2431.9517,1006.3853
828,0.51,12.5242,+0.3706,-7.3805,19.9047,306.8447,+39.3047,2623.6252,1120.2872
829,0.50,10.9233,+0.4068,-7.3812,18.3045,224.9543,+38.3163,2375.5007,1026.9788
830,0.49,10.9491,+0.6345,-7.3966,18.3456,198.5661,+35.6574,2194.1753,1016.5122
831,0.51,10.2961,-0.0805,-7.4025,17.6986,169.5839,+36.3472,2138.6184,995.7368
832,0.51,11.3138,-0.2932,-7.3821,18.6960,181.0704,+36.9277,2245.2271,1042.4102
833,0.50,11.3222,+0.1484,-7.3952,18.7174,244.7236,+37.3172,2372.8716,1054.3794
834,0.51,11.3601,-0.2893,-7.4254,18.7855,271.8933,+38.2186,2515.9717,1048.9672
835,0.52,11.1823,+0.3538,-7.4602,18.6425,269.6779,+35.5216,2328.2793,1045.1052
836,0.51,11.0301,-0.4413,-7.4433,18.4734,194.4166,+38.5315,2475.6101,1050.1783
837,0.51,11.2406,-0.6656,-7.4432,18.6838,283.2858,+37.4773,2419.6208,1055.5657
838,0.52,10.9308,+0.0976,-7.4239,18.3547,236.2547,+40.0272,2575.5886,1021.1410
839,0.51,11.2785,-0.2471,-7.4431,18.7216,291.9887,+39.4885,2668.5637,1040.8281
840,0.52,11.6606,+0.0901,-7.4660,19.1265,266.9051,+38.9187,2586.1006,1071.7375
841,0.51,11.6016,-0.6061,-7.4720,19.0736,234.4388,+39.2406,2635.6782,1086.8342
842,0.50,11.9472,+0.3084,-7.4258,19.3730,408.5655,+37.8228,2588.5049,1090.1476
843,0.51,11.6477,+0.5044,-7.4181,19.0658,346.2111,+38.6851,2726.6833,1066.1365
844,0.48,12.0043,+0.0964,-7.4357,19.4400,354.4517,+38.9480,2722.0469,1097.2189
845,0.51,12.1620,-0.0545,-7.4090,19.5710,244.8769,+40.2289,2732.4436,1093.4380
846,0.51,12.0586,-0.5932,-7.3757,19.4343,271.1559,+40.1193,2787.8096,1105.2605
847,0.53,12.7256,-0.9477,-7.4393,20.1650,243.1007,+40.7576,2758.6543,1154.6290
848,0.50,12.0008,-0.4155,-7.4369,19.4377,213.4864,+40.3416,2757.6987,1104.2092
849,0.51,12.6899,-0.1583,-7.4226,20.1125,394.7145,+41.5571,3127.2129,1168.4902
850,0.51,11.0329,+0.5358,-7.4283,18.4612,234.3036,+40.8404,2715.2451,1055.6268
851,0.52,11.8075,-0.0403,-7.4069,19.2143,241.0102,+40.4139,2697.1145,1093.6359
852,0.50,13.0406,+0.2496,-7.4305,20.4712,347.7187,+42.6783,3081.2065,1152.1038
853,0.51,12.4627,+0.6944,-7.4725,19.9352,316.2411,+41.8885,3024.7808,1128.1868
854,0.51,12.3638,-0.2997,-7.4720,19.8358,317.1116,+42.8463,2959.3872,1103.2295
855,0.50,12.5562,+0.0156,-7.4417,19.9979,278.3004,+40.9748,2715.4067,1116.0076
856,0.51,12.1820,+1.0445,-7.4373,19.6193,245.1645,+41.4389,2845.8857,1111.6221
857,0.54,12.2989,+0.0547,-7.4532,19.7521,329.5907,+40.2135,2812.8574,1105.6829
858,0.49,11.7743,+0.5931,-7.4572,19.2315,230.2648,+38.5996,2590.0913,1079.7056
859,0.51,11.1408,+0.5288,-7.4352,18.5760,276.2264,+40.0384,2636.2563,1028.5288
860,0.53,11.9978,+0.3087,-7.4416,19.4394,252.4334,+39.7072,2663.7407,1095.3594
861,0.49,11.9755,-0.8586,-7.4586,19.4341,325.2715,+40.3605,2874.2302,1078.1194
862,0.49,11.5364,-0.1881,-7.4269,18.9633,330.4642,+38.7504,2693.5942,1050.0092
863,0.50,11.9359,-0.1587,-7.4526,19.3885,303.4305,+37.3671,2630.9404,1088.7009
864,0.49,12.4267,-0.8694,-7.4265,19.8532,248.3562,+35.5686,2370.0452,1107.7036
865,0.52,11.8188,-0.2342,-7.4290,19.2478,216.1785,+38.1345,2541.0688,1092.0957
866,0.51,11.4414,+1.0029,-7.4404,18.8818,275.2166,+38.7100,2607.8921,1055.1875
867,0.51,11.8667,+0.2213,-7.4545,19.3212,250.5766,+39.0158,2630.1367,1081.4517
868,0.51,11.0367,-0.4000,-7.4644,18.5011,186.1418,+37.0177,2237.8818,1011.9982
869,0.49,11.6517,-0.4114,-7.4700,19.1217,263.2491,+38.7760,2649.2266,1056.2362
870,0.49,10.5280,+0.0885,-7.4540,17.9820,262.8961,+38.2548,2526.6675,991.8280
871,0.50,10.5429,+0.0456,-7.4780,18.0210,289.9465,+35.0953,2202.2551,1002.3137
872,0.49,11.3555,+0.2799,-7.4843,18.8399,237.8869,+37.0528,2304.1191,1039.3762
873,0.49,11.0482,+0.0411,-7.4983,18.5465,228.0751,+36.3083,2290.1387,1027.5715
874,0.51,10.4652,-0.0781,-7.4616,17.9268,289.2028,+37.7783,2410.4878,990.5982
875,0.51,11.1530,+0.1515,-7.4647,18.6176,226.9460,+35.9137,2375.7305,1040.5236
876,0.51,11.1716,+0.1141,-7.4135,18.5851,215.3751,+36.8538,2403.2661,1040.1572
877,0.52,11.1229,+0.9606,-7.4486,18.5715,250.9707,+37.5229,2593.8262,1058.9039
878,0.50,11.5282,-0.2554,-7.4530,18.9813,185.4306,+35.6840,2339.8262,1067.1655
879,0.52,11.4773,+0.4436,-7.4892,18.9666,233.7320,+35.6908,2329.2207,1073.6267
880,0.51,11.2736,-0.3455,-7.5111,18.7848,229.7256,+38.7762,2648.1709,1088.1780
881,0.51,10.6929,-0.5429,-7.4815,18.1743,189.9607,+36.3925,2230.3843,1029.5858
882,0.51,9.7058,-0.7416,-7.4879,17.1938,189.3159,+39.4014,2512.8394,976.1788
883,0.51,10.7003,-0.4736,-7.4871,18.1874,196.5768,+36.3917,2366.9160,1030.0210
884,0.50,10.1821,-1.2294,-7.4733,17.6554,293.5345,+36.5037,2484.8823,1006.6389
885,0.50,10.4606,+0.0451,-7.4494,17.9100,269.0817,+33.1021,2321.1245,1034.8262
886,0.51,10.0973,+0.1602,-7.4444,17.5417,180.0973,+32.5990,2075.9463,984.5930
887,0.52,10.2688,-0.3482,-7.4240,17.6927,211.6835,+33.2326,2239.8296,1002.7146
888,0.52,10.6310,-0.2025,-7.4631,18.0941,235.9800,+31.8533,2284.3618,1031.3258
889,0.51,9.8057,+0.1410,-7.4196,17.2253,205.9774,+33.5815,2121.2629,959.4767
890,0.53,9.8653,-0.0896,-7.4173,17.2826,294.3354,+36.0223,2464.6060,978.6277
891,0.51,10.7519,-0.0106,-7.4179,18.1698,236.1053,+34.0568,2194.4854,1029.9053
892,0.52,10.0063,-0.9322,-7.3997,17.4060,171.6374,+33.9749,2103.6433,979.1906
893,0.49,10.2070,-0.3634,-7.4154,17.6223,133.1118,+32.7505,1986.9551,980.2698
894,0.50,10.4998,-0.8033,-7.4189,17.9188,180.4400,+33.4362,2049.7466,1006.4467
895,0.49,9.8485,+0.1284,-7.4283,17.2768,169.0753,+32.4119,1945.4329,953.1210
896,0.50,9.9723,+0.1204,-7.4385,17.4108,134.5128,+31.8366,1884.0671,957.3761
897,0.50,9.5955,-0.0047,-7.4452,17.0407,147.9546,+32.8133,1984.0142,944.8008
898,0.51,8.5277,-2.0490,-7.4174,15.9451,441.3329,+32.2023,2094.6753,887.6237
899,0.51,9.6537,-1.0401,-7.4445,17.0981,151.1235,+32.0930,1975.2672,951.6935
900,0.51,9.5615,-0.6183,-7.4343,16.9959,133.0353,+30.6280,1848.0021,960.5786
901,0.50,10.5052,-0.5005,-7.4473,17.9526,226.4959,+32.4344,2130.3804,1028.3594
902,0.51,9.8223,+0.0290,-7.4777,17.3001,169.0344,+31.6023,1980.5454,970.8018
903,0.51,9.6263,-0.0949,-7.4807,17.1070,165.3646,+31.1219,1924.8706,959.9603
904,0.51,10.2822,+0.2167,-7.4810,17.7632,216.9612,+31.5721,2044.3284,992.4364
905,0.51,10.0981,+0.0286,-7.4694,17.5675,168.9509,+31.7590,1972.0859,980.7969
906,0.51,10.1696,+0.4496,-7.4752,17.6448,194.2008,+30.4793,1930.6053,1015.8201
907,0.51,9.8693,-0.4191,-7.4655,17.3348,252.7135,+33.1038,2164.7776,989.9850
908,0.52,10.2834,+0.0259,-7.4645,17.7479,178.6533,+29.9753,1809.8064,1006.8449
909,0.51,9.1461,+1.0962,-7.4267,16.5728,179.9932,+32.7282,1948.6178,932.2415
910,0.51,8.8463,-0.3751,-7.4426,16.2890,239.5069,+33.4577,1983.3101,890.0974
911,0.52,9.8824,-0.5434,-7.4609,17.3433,186.4432,+30.9554,1967.8157,961.5060
912,0.50,9.7211,-0.8427,-7.4630,17.1842,159.0983,+30.2520,1887.0343,963.4425
913,0.50,9.0571,-0.2455,-7.4643,16.5214,148.8234,+30.3526,1712.5493,888.4448
914,0.50,9.7372,-0.3690,-7.4487,17.1859,183.3697,+29.8086,1850.8276,944.9222
915,0.49,9.2617,-0.2008,-7.4586,16.7203,189.8661,+27.7831,1694.2064,908.1749
916,0.49,9.0512,+0.2723,-7.4826,16.5338,208.2917,+29.7415,1816.8762,914.8985
917,0.52,9.6223,+0.0302,-7.4526,17.0749,207.6137,+31.2358,2063.3926,963.2550
918,0.48,10.2684,+0.8575,-7.4788,17.7472,216.3073,+28.9629,1895.4713,998.4477
919,0.52,9.9695,-0.2808,-7.4599,17.4293,204.5767,+31.1387,1995.5840,975.0833
920,0.51,9.2013,+0.4209,-7.4631,16.6644,145.6909,+29.7755,1786.9355,919.0526
921,0.50,9.1948,+0.3970,-7.4697,16.6645,179.2672,+29.6449,1821.0850,945.3826
922,0.51,9.7381,+0.4701,-7.4906,17.2288,243.5018,+31.3771,2100.2461,956.4640
923,0.53,9.8517,-0.2912,-7.4852,17.3369,213.8096,+31.6701,2079.4824,962.9338
924,0.50,10.2646,-0.3233,-7.4418,17.7064,271.9703,+33.7430,2376.4922,996.0119
925,0.51,10.1696,+0.1092,-7.4391,17.6087,207.6486,+32.6327,2192.8892,984.2378
926,0.51,10.1265,+0.2779,-7.4631,17.5896,242.2058,+34.1439,2314.7551,988.6068
927,0.49,10.1428,+0.2372,-7.4599,17.6027,228.4641,+33.3872,2173.8772,978.7314
928,0.49,9.0072,-0.0856,-7.4628,16.4700,277.2427,+34.0591,2278.5234,905.4137
