step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
25,0.83,88.2262,-0.0997,-5.4053,93.6316,35.7256,-14.9102,225.8244,225.8244
26,0.84,87.5329,-0.4636,-5.4094,92.9423,36.9092,-15.0073,214.0860,214.0860
27,0.84,87.1516,-0.3527,-5.4144,92.5661,35.0591,-15.6800,230.3247,230.3247
28,0.85,86.9679,+0.0441,-5.4293,92.3972,39.5762,-15.3629,218.7443,218.7443
29,0.84,86.5996,+0.0599,-5.4419,92.0415,39.4624,-15.4392,211.0971,211.0971
30,0.85,86.4609,+0.0506,-5.4442,91.9051,40.4722,-15.6963,217.3985,217.3985
31,0.85,86.0372,-0.0888,-5.4604,91.4977,38.4678,-15.2299,204.9030,204.9030
32,0.83,85.7682,-0.4611,-5.4623,91.2304,45.7095,-15.1123,201.4381,201.4381
33,0.85,85.5408,-0.4025,-5.4855,91.0263,33.8486,-14.6134,194.8242,194.8242
34,0.84,84.8729,+0.1167,-5.5278,90.4007,36.2886,-14.9598,195.1962,195.1962
35,0.84,84.5152,-0.3005,-5.5409,90.0561,52.4888,-15.1858,205.3474,205.3474
36,0.85,84.3013,-0.2946,-5.5439,89.8452,40.3774,-15.5701,218.9773,218.9773
37,0.84,83.3868,-0.4257,-5.5490,88.9358,39.9570,-16.1063,219.3849,219.3849
38,0.84,82.8088,+0.0142,-5.5611,88.3699,48.8687,-16.3781,223.8619,223.8619
39,0.84,82.9826,+0.2879,-5.5717,88.5543,34.6685,-16.1912,224.7733,224.7733
40,0.84,82.2705,+0.0766,-5.5832,87.8537,41.1055,-16.5534,214.7631,214.7631
41,0.84,81.8322,-0.4071,-5.5967,87.4288,41.4873,-16.5778,219.2070,219.2070
42,0.85,82.5446,-0.6577,-5.5905,88.1351,60.7495,-15.7408,202.7958,202.7958
43,0.86,82.2388,-0.6793,-5.6037,87.8425,35.7900,-16.2831,227.1467,227.1467
44,0.84,82.2909,-0.2109,-5.6174,87.9083,31.1973,-15.8016,214.0165,214.0165
45,0.85,81.3560,-0.4632,-5.6117,86.9678,58.4736,-16.2541,204.1858,204.1858
46,0.85,82.0200,-0.1888,-5.6074,87.6273,28.5483,-15.5551,202.2593,202.2593
47,0.85,81.3185,-0.6967,-5.6233,86.9419,34.3848,-15.9149,216.3228,216.3228
48,0.86,81.4560,+0.2016,-5.6188,87.0748,42.5200,-15.5505,225.0099,225.0099
49,0.84,80.7328,-0.0718,-5.6402,86.3730,34.2852,-15.6171,194.2545,194.2545
50,0.84,80.8220,-0.0098,-5.6479,86.4700,29.6685,-15.2211,197.4913,197.4913
51,0.83,80.1114,-0.6697,-5.6497,85.7611,33.7759,-15.7429,184.3158,184.3158
52,0.86,80.2432,-0.4406,-5.6378,85.8809,29.8242,-15.7440,187.7457,187.7457
53,0.87,80.4791,-0.0282,-5.6609,86.1400,25.8022,-15.2287,188.0688,188.0688
54,0.84,80.1566,+0.2387,-5.6761,85.8327,28.6343,-15.6494,204.5948,204.5948
55,0.84,80.0119,+0.0841,-5.6923,85.7042,27.9443,-15.0017,213.8587,213.8587
56,0.83,80.3184,+0.1006,-5.6892,86.0076,30.9473,-14.4450,204.1007,204.1007
57,0.84,80.1432,-0.3247,-5.6908,85.8340,27.4570,-14.5284,202.1625,202.1625
58,0.86,79.9763,-0.1824,-5.7144,85.6907,39.3511,-14.4522,196.4856,196.4856
59,0.85,79.7282,+0.4490,-5.7059,85.4342,25.2397,-14.4355,189.6830,189.6830
60,0.85,79.2580,+0.2024,-5.7314,84.9894,26.3120,-14.5182,200.8958,200.8958
61,0.85,78.9890,+0.6500,-5.7342,84.7233,30.0020,-14.4895,198.3343,198.3343
62,0.84,79.1384,+0.6970,-5.7400,84.8784,29.5195,-14.6116,200.5684,200.5684
63,0.85,79.2508,+0.5025,-5.7471,84.9980,29.6113,-14.3364,189.7483,189.7483
64,0.84,78.8347,+0.2652,-5.7671,84.6019,36.9731,-14.4205,193.9227,193.9227
65,0.84,78.6486,+0.3274,-5.7800,84.4285,44.9624,-14.1959,180.4489,180.4489
66,0.85,78.8084,-0.1678,-5.7634,84.5718,30.0728,-14.1579,170.5605,170.5605
67,0.84,78.3446,-0.3929,-5.7604,84.1050,30.3770,-14.6917,174.0623,174.0623
68,0.84,78.5384,-0.6357,-5.7412,84.2796,27.5972,-14.5005,186.0967,186.0967
69,0.85,78.0460,-0.3419,-5.7483,83.7942,28.5840,-15.0629,198.8290,198.8290
70,0.85,77.4935,+0.2299,-5.7697,83.2632,37.8647,-15.4551,207.5076,207.5076
71,0.85,77.2156,-0.3491,-5.7603,82.9759,32.0024,-15.7766,214.3583,214.3583
72,0.84,77.2439,-0.7288,-5.7735,83.0173,31.0967,-15.6901,209.2020,209.2020
73,0.83,76.9828,-0.3340,-5.7753,82.7581,36.7998,-16.1826,208.9900,208.9900
74,0.85,77.1474,-0.3654,-5.7744,82.9218,40.6196,-15.8992,204.6132,204.6132
75,0.83,76.6923,-0.3945,-5.7903,82.4825,43.5303,-15.7472,194.4810,194.4810
76,0.84,77.0697,-0.6443,-5.7989,82.8686,63.4771,-15.7924,207.1143,207.1143
77,0.85,76.5309,-0.5410,-5.8048,82.3357,51.3604,-16.0628,217.5880,217.5880
78,0.83,76.6132,-0.5297,-5.8277,82.4409,43.7388,-15.7622,213.5090,213.5090
79,0.84,75.9054,-0.7595,-5.8459,81.7513,42.4131,-16.3128,218.8760,218.8760
80,0.84,75.5707,-0.5206,-5.8261,81.3967,48.9585,-16.9117,216.8460,216.8460
81,0.84,75.1824,-0.6906,-5.8257,81.0080,44.4834,-17.4662,243.1241,243.1241
82,0.84,74.6573,-0.3464,-5.8251,80.4824,39.0449,-17.8333,245.0568,245.0568
83,0.82,74.4263,-0.6931,-5.8182,80.2445,42.4053,-17.9947,233.8671,233.8671
84,0.83,74.5766,-0.3652,-5.8326,80.4091,46.6016,-18.1248,251.0095,251.0095
85,0.84,74.4149,-0.7845,-5.8481,80.2630,47.1030,-17.7482,238.4896,238.4896
86,0.83,74.7335,-0.2081,-5.8184,80.5519,59.6274,-17.9066,249.1526,249.1526
87,0.82,74.4991,+0.0458,-5.8228,80.3218,66.0830,-18.6231,271.4016,271.4016
88,0.84,74.5493,-0.1146,-5.8226,80.3718,69.5962,-18.3787,277.8099,277.8099
89,0.84,73.5705,-0.3781,-5.8485,79.4191,62.4165,-18.9060,275.6852,275.6852
90,0.85,73.2836,-0.0910,-5.8351,79.1187,58.0171,-19.5594,295.1978,295.1978
91,0.84,73.9609,-0.0836,-5.8369,79.7979,51.0190,-18.5644,266.0712,266.0712
92,0.84,73.5189,+0.2714,-5.8232,79.3421,52.4482,-18.6441,252.6918,252.6918
93,0.84,73.3619,-0.4089,-5.7995,79.1614,52.5664,-19.9461,285.8369,285.8369
94,0.84,73.0145,-0.5477,-5.8066,78.8211,60.5322,-20.2634,293.0502,293.0502
95,0.84,73.0165,-0.3045,-5.8011,78.8176,63.1001,-20.2923,289.6849,289.6849
96,0.84,72.7877,-0.5855,-5.8136,78.6014,59.4727,-21.1957,324.7912,324.7912
97,0.82,72.2831,-0.5240,-5.8360,78.1191,71.1196,-20.9892,309.1358,309.1358
98,0.82,71.5329,-0.2294,-5.7914,77.3243,67.5952,-22.2333,321.0610,321.0610
99,0.83,71.7084,-0.1952,-5.8010,77.5094,72.9561,-22.2905,330.8628,330.8628
100,0.82,71.4613,-0.2943,-5.8279,77.2892,78.6768,-22.1834,318.7182,318.7182
101,0.83,70.6924,-0.3809,-5.8252,76.5176,81.2432,-22.8918,310.6714,310.6714
102,0.79,71.8415,-0.7304,-5.7750,77.6165,77.0566,-22.1298,320.5287,320.5287
103,0.80,70.9447,-0.0585,-5.8112,76.7559,102.9619,-23.8073,376.5661,376.5661
104,0.80,70.6301,-0.2509,-5.8261,76.4562,80.9297,-24.0676,364.3805,364.3805
105,0.79,70.4602,-0.4991,-5.8197,76.2799,84.2891,-24.0224,357.7278,357.7278
106,0.81,70.7224,-0.5467,-5.8180,76.5404,83.8262,-24.1059,357.4715,357.4715
107,0.81,69.9332,-0.6482,-5.7989,75.7321,93.1035,-25.9240,401.4566,401.4566
108,0.80,69.4699,-0.5582,-5.8056,75.2755,85.3291,-27.0649,446.9764,446.9764
109,0.77,69.3020,-0.2036,-5.7907,75.0927,95.6250,-27.4456,459.0814,459.0814
110,0.79,68.6213,-0.2839,-5.7984,74.4197,114.4683,-28.3206,481.6558,481.6558
111,0.80,68.1993,-0.6923,-5.8062,74.0055,106.3765,-28.4899,473.0188,473.0188
112,0.78,68.2771,-0.6169,-5.7967,74.0738,100.4141,-28.7174,484.7256,484.7256
113,0.78,68.2251,-0.0715,-5.8217,74.0468,104.3418,-28.9565,507.8336,507.8336
114,0.79,67.3748,-0.1778,-5.8347,73.2095,125.1597,-29.2317,490.5468,490.5468
115,0.79,67.3029,+0.5272,-5.7879,73.0908,135.1333,-29.3706,467.6049,467.6049
116,0.79,66.7439,+0.5627,-5.7888,72.5328,109.9336,-30.1285,484.1803,484.1803
117,0.78,66.8205,-0.1498,-5.7735,72.5940,110.7539,-30.9457,536.1140,536.1140
118,0.79,66.5181,-0.6442,-5.7636,72.2818,104.2295,-31.8310,531.6965,531.6965
119,0.78,66.0201,-0.4257,-5.7679,71.7879,105.4883,-33.5284,579.0135,579.0135
120,0.78,65.2703,-0.2465,-5.7774,71.0477,121.2104,-34.1781,605.6691,605.6691
121,0.80,65.1694,-0.8007,-5.8142,70.9836,100.6602,-33.6781,586.4873,586.4873
122,0.77,65.2643,+0.3622,-5.8365,71.1007,118.2217,-35.2115,666.7371,666.7371
123,0.78,65.2967,+0.6287,-5.8174,71.1141,100.6167,-36.1790,721.5105,721.5105
124,0.77,63.8127,+0.6013,-5.8178,69.6305,110.0181,-36.7142,679.4751,679.4751
125,0.76,64.7261,-0.0234,-5.8144,70.5405,140.8589,-36.5003,714.8560,714.8560
126,0.77,64.2629,+0.4470,-5.8158,70.0787,135.6616,-36.7520,696.8922,696.8922
127,0.77,63.8075,+0.7744,-5.8321,69.6396,138.7314,-38.0808,754.4142,754.4142
128,0.75,63.5445,+0.3892,-5.7854,69.3299,137.3657,-37.7561,714.4155,714.4155
129,0.76,62.8528,+0.6695,-5.7889,68.6416,135.5105,-38.0611,698.8162,698.8162
130,0.77,63.3205,+0.5782,-5.7941,69.1145,124.7239,-38.7782,754.5426,754.5426
131,0.77,63.0087,-0.2950,-5.8018,68.8105,142.7268,-38.7588,733.1478,733.1478
132,0.77,62.9559,+0.4932,-5.8127,68.7686,117.2231,-40.9637,852.9364,852.9364
133,0.77,62.5592,+0.8760,-5.7802,68.3394,143.6919,-41.6709,858.0559,858.0559
134,0.75,62.2278,+0.9269,-5.7887,68.0165,157.9219,-42.0224,855.6068,855.6068
135,0.77,62.5156,+0.3804,-5.7856,68.3012,192.5701,-42.1431,878.7820,878.7820
136,0.74,62.8101,+0.1673,-5.7743,68.5844,248.7949,-42.4725,913.0865,913.0865
137,0.75,62.6579,+0.2000,-5.7771,68.4350,149.5413,-42.8565,897.7769,897.7769
138,0.75,62.2128,+0.2833,-5.7747,67.9874,150.3586,-43.3600,883.2567,883.2567
139,0.76,61.7074,-0.2526,-5.7498,67.4572,165.7097,-43.3600,868.2882,868.2882
140,0.74,61.4359,-0.7859,-5.7491,67.1850,197.7124,-45.9216,996.7207,996.7207
141,0.74,61.0895,+0.1957,-5.7206,66.8101,170.9421,-46.6688,1017.7094,1017.7094
142,0.75,60.0474,-0.2757,-5.7240,65.7714,217.6389,-47.2315,1005.2969,1005.2969
143,0.74,60.2716,-0.4990,-5.7124,65.9840,152.8235,-47.4050,1044.1648,1044.1648
144,0.75,60.6039,+0.2740,-5.7179,66.3217,176.1765,-45.8640,964.8278,964.8278
145,0.76,60.0382,-0.7186,-5.7135,65.7517,142.5825,-45.7709,938.0134,938.0134
146,0.74,58.5469,-0.9963,-5.7298,64.2767,601.4197,-46.7996,884.4182,884.4182
147,0.75,59.1286,-1.0118,-5.7389,64.8675,150.7571,-48.5623,1055.7483,1055.7483
148,0.73,58.7498,-0.6152,-5.7280,64.4777,154.0696,-47.6884,978.2020,978.2020
149,0.74,58.5274,-0.4850,-5.7228,64.2503,143.2954,-50.4457,1128.8286,1128.8286
150,0.74,58.6166,-0.1561,-5.6929,64.3094,174.9041,-50.4833,1107.9490,1107.9490
151,0.75,58.3707,+0.5235,-5.7349,64.1056,173.6697,-50.7968,1144.7319,1144.7319
152,0.75,57.6558,+0.5274,-5.7379,63.3937,187.5447,-51.7762,1166.0679,1166.0679
153,0.74,57.7402,+0.2260,-5.7336,63.4737,159.1230,-51.5219,1144.5238,1144.5238
154,0.74,57.0860,+0.2716,-5.7140,62.8000,164.2578,-53.7938,1257.3369,1257.3369
155,0.75,56.5743,+0.0842,-5.7106,62.2849,137.7810,-53.6193,1224.4629,1224.4629
156,0.74,57.1253,-0.9071,-5.7162,62.8415,183.6970,-51.4800,1125.4489,1125.4489
157,0.74,57.6269,-0.0587,-5.7272,63.3540,169.4905,-53.1505,1251.1256,1251.1256
158,0.74,56.1934,-0.1720,-5.7178,61.9112,160.3364,-53.4107,1201.7891,1201.7891
159,0.74,55.7019,+0.1402,-5.7376,61.4395,161.8669,-55.9611,1318.4510,1318.4510
160,0.74,55.3635,+0.7777,-5.7262,61.0897,145.9871,-56.9897,1348.1018,1348.1018
161,0.73,55.7323,+1.4484,-5.7274,61.4597,155.0481,-57.9377,1440.2773,1440.2773
162,0.73,55.6198,+1.6772,-5.7109,61.3307,172.6570,-58.9129,1476.8904,1476.8904
163,0.74,54.8060,+0.5647,-5.6933,60.4993,250.0498,-60.9655,1553.7034,1553.7034
164,0.72,54.0310,+0.1264,-5.7374,59.7684,177.6091,-60.4695,1492.4565,1492.4565
165,0.73,54.8761,+0.3999,-5.7355,60.6116,155.9231,-62.4025,1647.0620,1647.0620
166,0.73,53.6000,+0.1204,-5.7535,59.3534,163.5474,-62.2791,1554.9828,1554.9828
167,0.73,53.1242,-0.1517,-5.7556,58.8798,160.6953,-63.0165,1581.0597,1581.0597
168,0.72,53.5814,-0.7887,-5.7431,59.3245,181.1394,-63.5300,1626.1362,1626.1362
169,0.73,52.6692,+0.4528,-5.7330,58.4022,213.5374,-65.5170,1656.3599,1656.3599
170,0.71,54.1276,+0.4262,-5.7140,59.8415,232.0579,-64.2425,1689.5876,1689.5876
171,0.72,52.3535,+0.9296,-5.7188,58.0723,188.0608,-62.6733,1485.1332,1485.1332
172,0.73,53.4354,-0.3708,-5.7200,59.1554,169.2144,-64.1227,1653.3096,1653.3096
173,0.73,52.2540,-0.4695,-5.7053,57.9592,208.9910,-64.3325,1608.0819,1608.0819
174,0.74,51.8094,-0.9030,-5.6842,57.4936,151.5564,-66.4697,1658.7620,1658.7620
175,0.71,52.3973,-2.0383,-5.6961,58.0934,179.9346,-67.1818,1740.4985,1740.4985
176,0.72,51.3542,-1.0170,-5.6916,57.0458,234.6045,-67.0659,1686.4578,1686.4578
177,0.71,51.7325,+0.5305,-5.6498,57.3823,152.0183,-68.8551,1804.5782,1804.5782
178,0.71,52.4568,+0.3526,-5.6613,58.1180,174.8145,-68.0457,1776.9177,1776.9177
179,0.71,51.6661,+0.8089,-5.6697,57.3358,160.5811,-68.5105,1751.3042,1751.3042
180,0.72,50.5252,+0.7819,-5.6645,56.1897,170.8635,-70.2270,1786.7111,1786.7111
181,0.72,49.7771,-0.0634,-5.6508,55.4279,164.0308,-71.5108,1811.9089,1811.9089
182,0.73,50.6296,+0.7102,-5.6359,56.2655,156.8110,-71.9388,1879.2905,1879.2905
183,0.72,49.2566,-0.1281,-5.6279,54.8845,196.5896,-74.5733,1988.4305,1988.4305
184,0.72,50.0973,-0.2057,-5.6220,55.7194,198.1812,-73.5256,1978.6973,1978.6973
185,0.72,50.6718,-1.0055,-5.6318,56.3036,171.6729,-72.1187,1914.2317,1914.2317
186,0.72,49.9034,+0.6863,-5.6072,55.5106,168.2920,-72.9241,1926.6747,1926.6747
187,0.72,50.1714,+0.0156,-5.6197,55.7911,224.1072,-72.5806,1931.2184,1931.2184
188,0.71,50.2338,-0.7617,-5.6399,55.8737,220.9275,-72.8217,1956.8831,1956.8831
189,0.72,49.3235,-1.0967,-5.6236,54.9470,164.7993,-73.7898,1949.1206,1949.1206
190,0.73,49.5011,+0.0800,-5.6161,55.1171,169.6487,-74.7605,2020.9124,2020.9124
191,0.74,49.0787,-0.0117,-5.6209,54.6996,159.2542,-72.5289,1863.9207,1863.9207
192,0.73,49.3180,-0.4442,-5.6176,54.9356,186.0837,-74.8437,2022.2968,2022.2968
193,0.73,48.3212,+0.2561,-5.6176,53.9388,166.0913,-76.3028,2065.1445,2065.1445
194,0.71,49.2906,-0.3112,-5.6283,54.9189,225.2664,-77.5764,2196.7449,2196.7449
195,0.72,49.1756,-0.2959,-5.6278,54.8034,168.2876,-78.4761,2250.8022,2250.8022
196,0.72,47.4258,-1.3938,-5.6693,53.0951,175.6943,-79.9861,2260.4604,2260.4604
197,0.71,48.1146,-0.6537,-5.6795,53.7940,177.4253,-80.8895,2355.9688,2355.9688
198,0.71,47.3773,-0.5965,-5.6624,53.0397,160.6831,-78.9952,2194.3784,2194.3784
199,0.70,47.5232,-0.4334,-5.6592,53.1823,205.0618,-79.1380,2248.9194,2248.9194
200,0.71,48.0411,+0.6753,-5.6658,53.7069,182.1501,-79.2463,2267.1958,2267.1958
201,0.68,46.8716,-0.3914,-5.6344,52.5061,149.0901,-80.0737,2233.7759,2233.7759
202,0.70,47.6150,-0.8911,-5.6176,53.2326,163.8135,-77.7804,2155.0022,2155.0022
203,0.67,47.8388,+0.2333,-5.6086,53.4474,208.9966,-79.4338,2257.5293,2257.5293
204,0.70,47.0244,-0.5774,-5.6240,52.6484,275.0781,-77.9393,2120.5112,2120.5112
205,0.68,46.7703,+0.5667,-5.6304,52.4007,175.1228,-77.5011,2086.1553,2086.1553
206,0.67,46.0138,+0.6918,-5.6507,51.6646,193.7947,-79.2461,2183.3521,2183.3521
207,0.68,46.6265,+0.1613,-5.6450,52.2715,154.9077,-77.7147,2097.0503,2097.0503
208,0.71,46.4040,+0.0914,-5.6652,52.0692,174.6179,-78.5242,2183.0869,2183.0869
209,0.69,46.7128,+0.2760,-5.6453,52.3582,215.9121,-79.1691,2223.6980,2223.6980
210,0.68,46.8101,+0.5862,-5.6212,52.4313,256.5652,-81.5858,2336.5920,2336.5920
211,0.70,46.0406,-1.1406,-5.5828,51.6233,161.8650,-80.7921,2237.8779,2237.8779
212,0.68,45.4868,+0.1754,-5.6001,51.0869,147.5725,-82.5502,2298.6064,2298.6064
213,0.67,45.8736,+0.5462,-5.6186,51.4922,239.5452,-82.8710,2308.4636,2308.4636
214,0.71,45.9754,-0.0894,-5.6108,51.5862,124.9270,-84.4329,2426.9531,2426.9531
215,0.67,45.0212,+0.3566,-5.5911,50.6123,191.1122,-84.5189,2379.7476,2379.7476
216,0.68,45.4921,+0.0824,-5.5720,51.0641,207.2612,-85.7894,2467.6763,2467.6763
217,0.67,45.4316,-0.0832,-5.5861,51.0177,182.0693,-86.8556,2563.9973,2563.9973
218,0.66,45.9907,+0.1151,-5.5884,51.5791,181.2839,-86.4151,2579.2144,2579.2144
219,0.68,45.2520,-0.8020,-5.5747,50.8267,177.7809,-87.8146,2624.9810,2624.9810
220,0.69,44.8448,+0.0405,-5.6002,50.4450,207.4191,-87.7841,2609.8899,2609.8899
221,0.67,45.8606,+0.0164,-5.6028,51.4634,186.3989,-86.4796,2608.0249,2608.0249
222,0.69,44.5021,-0.0432,-5.5927,50.0948,198.7942,-86.1686,2513.6606,2513.6606
223,0.68,44.9417,-0.5587,-5.5874,50.5291,176.2969,-86.4331,2547.5923,2547.5923
224,0.69,45.3805,-0.4671,-5.5850,50.9655,175.6240,-87.9497,2638.9932,2638.9932
225,0.68,44.9201,-0.4394,-5.5841,50.5042,181.4011,-85.9511,2461.0833,2461.0833
226,0.69,45.3007,+0.0507,-5.6078,50.9085,178.1243,-83.2977,2315.6655,2315.6655
227,0.70,44.5814,-0.4687,-5.5993,50.1807,204.3646,-86.1240,2391.6191,2391.6191
228,0.69,44.0338,-0.5982,-5.6189,49.6527,166.6364,-86.8636,2471.7078,2471.7078
229,0.68,43.7343,+0.6041,-5.5796,49.3139,158.8057,-88.3836,2547.6101,2547.6101
230,0.68,43.4676,+1.2567,-5.6213,49.0889,191.4066,-87.4506,2493.8096,2493.8096
231,0.67,42.6452,-0.0804,-5.5820,48.2272,142.5315,-88.1734,2511.9341,2511.9341
232,0.69,43.7586,-0.0097,-5.5398,49.2984,187.6953,-89.8419,2645.4224,2645.4224
233,0.69,43.2353,+0.8387,-5.5418,48.7771,147.3452,-89.2472,2593.2290,2593.2290
234,0.69,43.1362,-0.3319,-5.5267,48.6629,149.7146,-89.5102,2575.1091,2575.1091
235,0.69,43.8229,+0.5861,-5.5414,49.3643,196.2864,-87.7694,2515.6028,2515.6028
236,0.68,43.7254,+0.2612,-5.5462,49.2716,186.8726,-87.1518,2460.4980,2460.4980
237,0.69,42.7750,+0.3216,-5.5393,48.3143,165.4403,-87.9601,2440.2163,2440.2163
238,0.68,43.3636,+1.2832,-5.5502,48.9138,199.0985,-86.9100,2429.6926,2429.6926
239,0.67,42.8316,+0.5194,-5.5486,48.3803,229.0144,-90.6241,2636.7925,2636.7925
240,0.66,42.9698,+0.3902,-5.5439,48.5136,161.8719,-90.4696,2610.5430,2610.5430
241,0.69,42.2180,+0.7223,-5.5602,47.7782,186.1334,-90.6667,2590.9482,2590.9482
242,0.66,42.6178,+0.1460,-5.5345,48.1523,169.7308,-92.4977,2732.8257,2732.8257
243,0.68,42.6717,+0.8617,-5.5366,48.2083,194.7566,-89.2188,2531.5605,2531.5605
244,0.68,41.2037,-0.6250,-5.5662,46.7699,174.8961,-89.5669,2516.0796,2516.0796
245,0.66,40.3327,-1.6416,-5.5597,45.8925,144.2614,-92.2072,2589.6221,2589.6221
246,0.69,41.4410,-0.4263,-5.5569,46.9979,206.8834,-91.8935,2649.0957,2649.0957
247,0.67,41.2488,-0.1221,-5.5406,46.7894,155.1348,-94.8682,2829.3271,2829.3271
248,0.67,41.0161,-0.2468,-5.5359,46.5520,160.1954,-94.9062,2817.7700,2817.7700
249,0.68,40.3627,-1.4015,-5.5514,45.9141,167.8359,-92.6028,2643.9297,2643.9297
250,0.68,40.8368,-1.4434,-5.5447,46.3815,174.3636,-93.4702,2742.5146,2742.5146
251,0.68,40.5772,-1.0799,-5.5425,46.1197,159.1957,-93.7623,2722.8120,2722.8120
252,0.67,40.7291,-0.9847,-5.5803,46.3094,172.1385,-91.7908,2613.6873,2613.6873
253,0.67,40.3986,-0.8156,-5.5267,45.9254,167.4795,-95.1595,2781.3413,2781.3413
254,0.66,40.7461,+0.6530,-5.5685,46.3146,144.9584,-94.5038,2758.4285,2758.4285
255,0.66,40.7325,-0.1888,-5.5402,46.2728,201.6388,-96.2869,2896.8643,2896.8643
256,0.68,40.8307,-0.4807,-5.5190,46.3496,159.1884,-96.4837,2867.9351,2867.9351
257,0.67,41.1883,-0.7049,-5.5415,46.7299,258.2642,-96.2755,2885.7229,2885.7229
258,0.66,40.4902,-0.0767,-5.5182,46.0084,321.4771,-96.1635,2832.9292,2832.9292
259,0.67,40.3818,+0.4477,-5.5568,45.9386,172.1636,-95.7483,2809.0698,2809.0698
260,0.68,39.9929,+1.2132,-5.5247,45.5176,171.8395,-96.9066,2848.2671,2848.2671
261,0.67,39.4616,+0.9024,-5.5203,44.9819,210.0314,-96.8960,2856.8271,2856.8271
262,0.67,39.3010,+0.6430,-5.5618,44.8629,189.3660,-95.8518,2764.7583,2764.7583
263,0.68,39.3051,+1.1473,-5.5668,44.8718,152.1685,-93.5055,2645.1541,2645.1541
264,0.67,39.0925,+0.1557,-5.5494,44.6419,204.2085,-93.9756,2687.1057,2687.1057
265,0.68,38.6937,+0.9287,-5.5712,44.2649,221.8616,-96.4155,2826.6057,2826.6057
266,0.66,38.6477,+0.0005,-5.5746,44.2223,136.9755,-96.7037,2883.5488,2883.5488
267,0.68,38.7287,-0.2552,-5.5859,44.3146,189.3588,-96.0703,2806.9453,2806.9453
268,0.66,39.2824,+0.8449,-5.5970,44.8794,182.5680,-98.2116,2970.0918,2970.0918
269,0.68,38.3334,-0.0927,-5.5408,43.8741,183.3156,-98.8234,2922.3135,2922.3135
270,0.67,38.4506,+0.6695,-5.5655,44.0161,200.0234,-99.3406,2982.4580,2982.4580
271,0.67,37.4319,-0.8770,-5.5649,42.9968,216.2330,-101.0744,3046.5420,3046.5420
272,0.67,37.9548,-0.4345,-5.5632,43.5180,190.9191,-100.4151,3035.7822,3035.7822
273,0.67,38.1842,-0.3722,-5.5318,43.7160,182.9323,-99.6872,2997.1184,2997.1184
274,0.68,37.8133,+0.5780,-5.5303,43.3435,190.4515,-97.8327,2810.1475,2810.1475
275,0.67,38.1060,+0.3987,-5.5415,43.6475,225.0117,-99.9585,2979.6643,2979.6643
276,0.68,37.8839,+0.0172,-5.5365,43.4204,147.4908,-102.0065,3080.0557,3080.0557
277,0.68,37.3441,+1.3322,-5.5149,42.8590,207.3395,-100.4858,2957.5542,2957.5542
